kegg_protein_id	uniprot_id
csh:Closa_0217	D9R1W6
csh:Closa_0218	D9R1W7
csh:Closa_0219	D9R1W8
csh:Closa_0220	D9R1W9
csh:Closa_0221	D9R1X0
csh:Closa_0222	D9R1X1
csh:Closa_0223	D9R1X2
csh:Closa_0224	D9R1X3
csh:Closa_0225	D9R1X4
csh:Closa_0226	D9R1X5
csh:Closa_0227	D9R1X6
csh:Closa_0228	D9R1X7
csh:Closa_0229	D9R1X8
csh:Closa_0230	D9R1X9
csh:Closa_0231	D9R1Y0
csh:Closa_0232	D9R1Y1
csh:Closa_0233	D9R1Y2
csh:Closa_0234	D9R1Y3
csh:Closa_0235	D9R1Y4
csh:Closa_0236	D9R1Y5
csh:Closa_0237	D9R1Y6
csh:Closa_0238	D9R1Y7
csh:Closa_0239	D9R1Y8
csh:Closa_0240	D9R1Y9
csh:Closa_0241	D9R1Z0
csh:Closa_0242	D9R1Z1
csh:Closa_0243	D9R1Z2
csh:Closa_0244	D9R1Z3
csh:Closa_0245	D9R1Z4
csh:Closa_0246	D9R1Z5
csh:Closa_0247	D9R1Z6
csh:Closa_0248	D9R1Z7
csh:Closa_0249	D9R1Z8
csh:Closa_0250	D9R1Z9
csh:Closa_0251	D9R200
csh:Closa_0252	D9R201
csh:Closa_0253	D9R202
csh:Closa_0254	D9R203
csh:Closa_0255	D9R204
csh:Closa_0256	D9R205
csh:Closa_0257	D9R206
csh:Closa_0258	D9R207
csh:Closa_0259	D9R208
csh:Closa_0260	D9R209
csh:Closa_0261	D9R210
csh:Closa_0262	D9R211
csh:Closa_0263	D9R212
csh:Closa_0264	D9R213
csh:Closa_0265	D9R214
csh:Closa_0266	D9R215
csh:Closa_0267	D9R216
csh:Closa_0268	D9R217
csh:Closa_0269	D9R218
csh:Closa_0270	D9R219
csh:Closa_0271	D9R220
csh:Closa_0272	D9R2S2
csh:Closa_0273	D9R2S3
csh:Closa_0274	D9R2S4
csh:Closa_0275	D9R2S5
csh:Closa_0276	D9R2S6
csh:Closa_0277	D9R2S7
csh:Closa_0278	D9R2S8
csh:Closa_0279	D9R2S9
csh:Closa_0280	D9R2T0
csh:Closa_0281	D9R2T1
csh:Closa_0282	D9R2T2
csh:Closa_0283	D9R2T3
csh:Closa_0284	D9R2T4
csh:Closa_0285	D9R2T5
csh:Closa_0286	D9R2T6
csh:Closa_0287	D9R2T7
csh:Closa_0288	D9R2T8
csh:Closa_0289	D9R2T9
csh:Closa_0290	D9R2U0
csh:Closa_0291	D9R2U1
csh:Closa_0292	D9R2U2
csh:Closa_0293	D9R2U3
csh:Closa_0295	D9R2U4
csh:Closa_0296	D9R2U5
csh:Closa_0297	D9R2U6
csh:Closa_0299	D9R2U7
csh:Closa_0300	D9R2U8
csh:Closa_0301	D9R2U9
csh:Closa_0302	D9R2V0
csh:Closa_0303	D9R2V1
csh:Closa_0304	D9R2V2
csh:Closa_0305	D9R2V3
csh:Closa_0306	D9R2V4
csh:Closa_0307	D9R2V5
csh:Closa_0308	D9R2V6
csh:Closa_0309	D9R2V7
csh:Closa_0310	D9R2V8
csh:Closa_0311	D9R2V9
csh:Closa_0312	D9R2W0
csh:Closa_0313	D9R2W1
csh:Closa_0314	D9R2W2
csh:Closa_0315	D9R2W3
csh:Closa_0316	D9R2W4
csh:Closa_0317	D9R2W5
csh:Closa_0318	D9R2W6
csh:Closa_0319	D9R2W7
csh:Closa_0320	D9R2W8
csh:Closa_0322	D9R2W9
csh:Closa_0323	D9R2X0
csh:Closa_0324	D9R2X1
csh:Closa_0325	D9R2X2
csh:Closa_0326	D9R2X3
csh:Closa_0327	D9R2X4
csh:Closa_0328	D9R2X5
csh:Closa_0329	D9R2X6
csh:Closa_0330	D9R2X7
csh:Closa_0331	D9R2X8
csh:Closa_0332	D9R2X9
csh:Closa_0333	D9R2Y0
csh:Closa_0334	D9R2Y1
csh:Closa_0335	D9R2Y2
csh:Closa_0336	D9R2Y3
csh:Closa_0337	D9R2Y4
csh:Closa_0338	D9R2Y5
csh:Closa_0339	D9R2Y6
csh:Closa_0340	D9R2Y7
csh:Closa_0341	D9R2Y8
csh:Closa_0342	D9R2Y9
csh:Closa_0343	D9R2Z0
csh:Closa_0344	D9R2Z1
csh:Closa_0345	D9R2Z2
csh:Closa_0346	D9R2Z3
csh:Closa_0347	D9R2Z4
csh:Closa_0348	D9R2Z5
csh:Closa_0349	D9R2Z6
csh:Closa_0350	D9R2Z7
csh:Closa_0351	D9R2Z8
csh:Closa_0352	D9R2Z9
csh:Closa_0353	D9R300
csh:Closa_0354	D9R301
csh:Closa_0355	D9R302
csh:Closa_0356	D9R303
csh:Closa_0357	D9R304
csh:Closa_0358	D9R305
csh:Closa_0359	D9R306
csh:Closa_0360	D9R307
csh:Closa_0361	D9R308
csh:Closa_0362	D9R309
csh:Closa_0363	D9R310
csh:Closa_0364	D9R311
csh:Closa_0365	D9R312
csh:Closa_0366	D9R313
csh:Closa_0367	D9R314
csh:Closa_0368	D9R315
csh:Closa_0369	D9R316
csh:Closa_0370	D9R317
csh:Closa_0371	D9R318
csh:Closa_0372	D9R319
csh:Closa_0373	D9R320
csh:Closa_0374	D9R321
csh:Closa_0375	D9R322
csh:Closa_0376	D9R323
csh:Closa_0377	D9R324
csh:Closa_0378	D9R325
csh:Closa_0379	D9R326
csh:Closa_0380	D9R327
csh:Closa_0381	D9R328
csh:Closa_0382	D9R329
csh:Closa_0383	D9R330
csh:Closa_0384	D9R331
csh:Closa_0385	D9R332
csh:Closa_0386	D9R333
csh:Closa_0387	D9R334
csh:Closa_0388	D9R335
csh:Closa_0389	D9R336
csh:Closa_0390	D9R337
csh:Closa_0391	D9R338
csh:Closa_0392	D9R339
csh:Closa_0393	D9R340
csh:Closa_0394	D9R341
csh:Closa_0395	D9R342
csh:Closa_0396	D9R343
csh:Closa_0397	D9R344
csh:Closa_0398	D9R345
csh:Closa_0399	D9R346
csh:Closa_0400	D9R347
csh:Closa_0401	D9R348
csh:Closa_0402	D9R349
csh:Closa_0403	D9R3S7
csh:Closa_0404	D9R3S8
csh:Closa_0405	D9R3S9
csh:Closa_0406	D9R3T0
csh:Closa_0407	D9R3T1
csh:Closa_0408	D9R3T2
csh:Closa_0409	D9R3T3
csh:Closa_0410	D9R3T4
csh:Closa_0411	D9R3T5
csh:Closa_0412	D9R3T6
csh:Closa_0413	D9R3T7
csh:Closa_0414	D9R3T8
csh:Closa_0415	D9R3T9
csh:Closa_0416	D9R3U0
csh:Closa_0417	D9R3U1
csh:Closa_0418	D9R3U2
csh:Closa_0419	D9R3U3
csh:Closa_0420	D9R3U4
csh:Closa_0421	D9R3U5
csh:Closa_0422	D9R3U6
csh:Closa_0423	D9R3U7
csh:Closa_0424	D9R3U8
csh:Closa_0425	D9R3U9
csh:Closa_0426	D9R3V0
csh:Closa_0427	D9R3V1
csh:Closa_0428	D9R3V2
csh:Closa_0429	D9R3V3
csh:Closa_0430	D9R3V4
csh:Closa_0431	D9R3V5
csh:Closa_0432	D9R3V6
csh:Closa_0433	D9R3V7
csh:Closa_0434	D9R3V8
csh:Closa_0435	D9R3V9
csh:Closa_0436	D9R3W0
csh:Closa_0437	D9R3W1
csh:Closa_0438	D9R3W2
csh:Closa_0439	D9R3W3
csh:Closa_0440	D9R3W4
csh:Closa_0441	D9R3W5
csh:Closa_0442	D9R3W6
csh:Closa_0443	D9R3W7
csh:Closa_0444	D9R3W8
csh:Closa_0445	D9R3W9
csh:Closa_0446	D9R3X0
csh:Closa_0447	D9R3X1
csh:Closa_0448	D9R3X2
csh:Closa_0449	D9R3X3
csh:Closa_0450	D9R3X4
csh:Closa_0451	D9R3X5
csh:Closa_0452	D9R3X6
csh:Closa_0453	D9R3X7
csh:Closa_0454	D9R3X8
csh:Closa_0455	D9R3X9
csh:Closa_0456	D9R3Y0
csh:Closa_0457	D9R3Y1
csh:Closa_0458	D9R3Y2
csh:Closa_0459	D9R3Y3
csh:Closa_0460	D9R3Y4
csh:Closa_0461	D9R3Y5
csh:Closa_0462	D9R3Y6
csh:Closa_0463	D9R3Y7
csh:Closa_0464	D9R3Y8
csh:Closa_0465	D9R3Y9
csh:Closa_0466	D9R3Z0
csh:Closa_0467	D9R3Z1
csh:Closa_0468	D9R3Z2
csh:Closa_0469	D9R3Z3
csh:Closa_0470	D9R3Z4
csh:Closa_0471	D9R3Z5
csh:Closa_0472	D9R3Z6
csh:Closa_0473	D9R3Z7
csh:Closa_0474	D9R3Z8
csh:Closa_0475	D9R3Z9
csh:Closa_0476	D9R400
csh:Closa_0477	D9R401
csh:Closa_0478	D9R402
csh:Closa_0479	D9R403
csh:Closa_0480	D9R404
csh:Closa_0481	D9R405
csh:Closa_0482	D9R406
csh:Closa_0483	D9R407
csh:Closa_0484	D9R408
csh:Closa_0485	D9R409
csh:Closa_0486	D9R410
csh:Closa_0487	D9R411
csh:Closa_0488	D9R412
csh:Closa_0489	D9R413
csh:Closa_0490	D9R414
csh:Closa_0491	D9R415
csh:Closa_0492	D9R416
csh:Closa_0493	D9R417
csh:Closa_0494	D9R418
csh:Closa_0495	D9R419
csh:Closa_0496	D9R420
csh:Closa_0497	D9R421
csh:Closa_0498	D9R422
csh:Closa_0499	D9R423
csh:Closa_0500	D9R424
csh:Closa_0501	D9R425
csh:Closa_0502	D9R426
csh:Closa_0503	D9R427
csh:Closa_0504	D9R428
csh:Closa_0505	D9R429
csh:Closa_0506	D9R430
csh:Closa_0507	D9R431
csh:Closa_0508	D9R432
csh:Closa_0510	D9R433
csh:Closa_0511	D9QZ84
csh:Closa_0512	D9R435
csh:Closa_0513	D9R436
csh:Closa_0514	D9R437
csh:Closa_0515	D9R438
csh:Closa_0516	D9R439
csh:Closa_0517	D9R440
csh:Closa_0518	D9R441
csh:Closa_0519	D9R442
csh:Closa_0520	D9R443
csh:Closa_0521	D9R444
csh:Closa_0522	D9R445
csh:Closa_0523	D9R446
csh:Closa_0524	D9R447
csh:Closa_0525	D9R448
csh:Closa_0526	D9R449
csh:Closa_0527	D9R450
csh:Closa_0528	D9R451
csh:Closa_0529	D9R452
csh:Closa_0530	D9R453
csh:Closa_0531	D9R4I3
csh:Closa_0532	D9R4I4
csh:Closa_0533	D9R4I5
csh:Closa_0534	D9R4I6
csh:Closa_0537	D9R4I7
csh:Closa_0539	D9R4I8
csh:Closa_0540	D9R4I9
csh:Closa_0541	D9R4J0
csh:Closa_0542	D9R4J1
csh:Closa_0543	D9R4J2
csh:Closa_0544	D9R4J3
csh:Closa_0545	D9R4J4
csh:Closa_0546	D9R4J5
csh:Closa_0548	D9R4J6
csh:Closa_0549	D9R4J7
csh:Closa_0550	D9R4J8
csh:Closa_0551	D9R4J9
csh:Closa_0552	D9R4K0
csh:Closa_0553	D9R4K1
csh:Closa_0554	D9R4K2
csh:Closa_0557	D9R4K3
csh:Closa_0558	D9R4K4
csh:Closa_0559	D9R4K5
csh:Closa_0560	D9R4K6
csh:Closa_0561	D9R4K7
csh:Closa_0562	D9R4K4
csh:Closa_0563	D9R4K3
csh:Closa_0565	D9R4L0
csh:Closa_0566	D9R4L1
csh:Closa_0567	D9R4L2
csh:Closa_0569	D9R4L3
csh:Closa_0570	D9R4L4
csh:Closa_0571	D9R4L5
csh:Closa_0572	D9R4L6
csh:Closa_0573	D9R4L7
csh:Closa_0574	D9R4L8
csh:Closa_0575	D9R4L9
csh:Closa_0576	D9R4M0
csh:Closa_0577	D9R4M1
csh:Closa_0578	D9R4M2
csh:Closa_0579	D9R4M3
csh:Closa_0580	D9R4M4
csh:Closa_0581	D9R4M5
csh:Closa_0582	D9R4M6
csh:Closa_0583	D9R4M7
csh:Closa_0584	D9R4M8
csh:Closa_0585	D9R4M9
csh:Closa_0586	D9R4N0
csh:Closa_0587	D9R4N1
csh:Closa_0588	D9R4N2
csh:Closa_0589	D9R4N3
csh:Closa_0590	D9R4N4
csh:Closa_0591	D9R4N5
csh:Closa_0592	D9R4N6
csh:Closa_0593	D9R4N7
csh:Closa_0594	D9R4N8
csh:Closa_0595	D9R4N9
csh:Closa_0596	D9R4P0
csh:Closa_0597	D9R4P1
csh:Closa_0598	D9R4P2
csh:Closa_0599	D9R4P3
csh:Closa_0600	D9R4P4
csh:Closa_0601	D9R4P5
csh:Closa_0602	D9R4P6
csh:Closa_0603	D9R4P7
csh:Closa_0604	D9R4P8
csh:Closa_0605	D9R4P9
csh:Closa_0606	D9R4Q0
csh:Closa_0607	D9R4Q1
csh:Closa_0608	D9R4Q2
csh:Closa_0609	D9R4Q3
csh:Closa_0610	D9R4Q4
csh:Closa_0611	D9R4Q5
csh:Closa_0612	D9R4Q6
csh:Closa_0613	D9R4Q7
csh:Closa_0614	D9R4Q8
csh:Closa_0615	D9R4Q9
csh:Closa_0616	D9R4R0
csh:Closa_0617	D9R4R1
csh:Closa_0618	D9R4R2
csh:Closa_0619	D9R4R3
csh:Closa_0620	D9R4R4
csh:Closa_0621	D9R4R5
csh:Closa_0622	D9R4R6
csh:Closa_0623	D9R4R7
csh:Closa_0624	D9R4R8
csh:Closa_0625	D9R4R9
csh:Closa_0626	D9R4S0
csh:Closa_0627	D9R4S1
csh:Closa_0628	D9R4S2
csh:Closa_0629	D9R4S3
csh:Closa_0630	D9R4S4
csh:Closa_0631	D9R4S5
csh:Closa_0632	D9R4S6
csh:Closa_0633	D9R4S7
csh:Closa_0634	D9R4S8
csh:Closa_0635	D9R4S9
csh:Closa_0636	D9R4T0
csh:Closa_0637	D9R4T1
csh:Closa_0638	D9R4T2
csh:Closa_0639	D9R4T3
csh:Closa_0640	D9R4T4
csh:Closa_0641	D9R4T5
csh:Closa_0642	D9R4T6
csh:Closa_0643	D9R4T7
csh:Closa_0644	D9R4T8
csh:Closa_0645	D9R4T9
csh:Closa_0646	D9R4U0
csh:Closa_0647	D9R4U1
csh:Closa_0648	D9R4U2
csh:Closa_0649	D9R4U3
csh:Closa_0650	D9R4U4
csh:Closa_0651	D9R4U5
csh:Closa_0652	D9R574
csh:Closa_0653	D9R575
csh:Closa_0654	D9R576
csh:Closa_0655	D9R577
csh:Closa_0656	D9R578
csh:Closa_0657	D9R579
csh:Closa_0658	D9R580
csh:Closa_0659	D9R581
csh:Closa_0660	D9R582
csh:Closa_0661	D9R583
csh:Closa_0662	D9R584
csh:Closa_0663	D9R585
csh:Closa_0664	D9R586
csh:Closa_0665	D9R587
csh:Closa_0666	D9R588
csh:Closa_0667	D9R589
csh:Closa_0668	D9R590
csh:Closa_0669	D9R591
csh:Closa_0670	D9R592
csh:Closa_0671	D9R593
csh:Closa_0672	D9R594
csh:Closa_0673	D9R595
csh:Closa_0674	D9R596
csh:Closa_0675	D9R597
csh:Closa_0676	D9R598
csh:Closa_0677	D9R599
csh:Closa_0679	D9R5A0
csh:Closa_0680	D9R5A1
csh:Closa_0681	D9R5A2
csh:Closa_0682	D9R5A3
csh:Closa_0683	D9R5A4
csh:Closa_0684	D9R5A5
csh:Closa_0685	D9R5A6
csh:Closa_0686	D9R5A7
csh:Closa_0687	D9R5A8
csh:Closa_0688	D9R5A9
csh:Closa_0689	D9R5B0
csh:Closa_0690	D9R5B1
csh:Closa_0691	D9R5B2
csh:Closa_0692	D9R5B3
csh:Closa_0693	D9R5B4
csh:Closa_0694	D9R5B5
csh:Closa_0695	D9R5B6
csh:Closa_0696	D9R5B7
csh:Closa_0698	D9R5B8
csh:Closa_0699	D9R5B9
csh:Closa_0700	D9R5C0
csh:Closa_0701	D9R5C1
csh:Closa_0702	D9R5C2
csh:Closa_0703	D9R5C3
csh:Closa_0704	D9R5C4
csh:Closa_0705	D9R5C5
csh:Closa_0706	D9R5C6
csh:Closa_0707	D9R5C7
csh:Closa_0708	D9R5C8
csh:Closa_0709	D9R5C9
csh:Closa_0710	D9R5D0
csh:Closa_0711	D9R5D1
csh:Closa_0712	D9R5D2
csh:Closa_0713	D9R5D3
csh:Closa_0714	D9R5D4
csh:Closa_0715	D9R5D5
csh:Closa_0716	D9R5D6
csh:Closa_0717	D9R5D7
csh:Closa_0718	D9R5D8
csh:Closa_0719	D9R5D9
csh:Closa_0720	D9R5E0
csh:Closa_0721	D9R5E1
csh:Closa_0722	D9R5E2
csh:Closa_0723	D9R5E3
csh:Closa_0724	D9R5E4
csh:Closa_0725	D9R5E5
csh:Closa_0727	D9R5E6
csh:Closa_0728	D9R5E7
csh:Closa_0729	D9R5E8
csh:Closa_0730	D9R5E9
csh:Closa_0731	D9R5F0
csh:Closa_0732	D9R5F1
csh:Closa_0733	D9R5F2
csh:Closa_0734	D9R5F3
csh:Closa_0735	D9R5F4
csh:Closa_0736	D9R5F5
csh:Closa_0737	D9R5F6
csh:Closa_0738	D9R5F7
csh:Closa_0739	D9R5F8
csh:Closa_0740	D9R5F9
csh:Closa_0741	D9R5G0
csh:Closa_0742	D9R5G1
csh:Closa_0743	D9R5G2
csh:Closa_0744	D9R5G3
csh:Closa_0745	D9R5G4
csh:Closa_0746	D9R5G5
csh:Closa_0747	D9R5G6
csh:Closa_0748	D9R5G7
csh:Closa_0749	D9R5G8
csh:Closa_0750	D9R5G9
csh:Closa_0751	D9R5H0
csh:Closa_0752	D9R5H1
csh:Closa_0753	D9R5H2
csh:Closa_0754	D9R5H3
csh:Closa_0755	D9R5H4
csh:Closa_0756	D9R5H5
csh:Closa_0757	D9R5H6
csh:Closa_0758	D9R5H7
csh:Closa_0759	D9R5H8
csh:Closa_0760	D9R5H9
csh:Closa_0761	D9R5I0
csh:Closa_0762	D9R5I1
csh:Closa_0763	D9R5I2
csh:Closa_0764	D9R5I3
csh:Closa_0765	D9R5I4
csh:Closa_0766	D9R5I5
csh:Closa_0767	D9R5I6
csh:Closa_0768	D9R5I7
csh:Closa_0769	D9R5I8
csh:Closa_0770	D9R1N3
csh:Closa_0771	D9R5J0
csh:Closa_0772	D9R5J1
csh:Closa_0773	D9R5J2
csh:Closa_0774	D9R5J3
csh:Closa_0775	D9R5J4
csh:Closa_0776	D9R5J5
csh:Closa_0777	D9R5J6
csh:Closa_0778	D9R5J7
csh:Closa_0779	D9R5X0
csh:Closa_0780	D9R5X1
csh:Closa_0781	D9R5X2
csh:Closa_0782	D9R5X3
csh:Closa_0783	D9R5X4
csh:Closa_0784	D9R5X5
csh:Closa_0785	D9R5X6
csh:Closa_0786	D9R5X7
csh:Closa_0787	D9R5X8
csh:Closa_0788	D9R5X9
csh:Closa_0790	D9R5Y0
csh:Closa_0791	D9R5Y1
csh:Closa_0792	D9R5Y2
csh:Closa_0793	D9R5Y3
csh:Closa_0794	D9R5Y4
csh:Closa_0795	D9R5Y5
csh:Closa_0796	D9R5Y6
csh:Closa_0798	D9R5Y7
csh:Closa_0799	D9R5Y8
csh:Closa_0800	D9R5Y9
csh:Closa_0801	D9R5Z0
csh:Closa_0802	D9R5Z1
csh:Closa_0803	D9R5Z2
csh:Closa_0804	D9R5Z3
csh:Closa_0805	D9R5Z4
csh:Closa_0806	D9R5Z5
csh:Closa_0807	D9R5Z6
csh:Closa_0808	D9R5Z7
csh:Closa_0809	D9R5Z8
csh:Closa_0811	D9R5Z9
csh:Closa_0812	D9R600
csh:Closa_0813	D9R601
csh:Closa_0814	D9R602
csh:Closa_0815	D9R603
csh:Closa_0816	D9R604
csh:Closa_0817	D9R605
csh:Closa_0818	D9R606
csh:Closa_0819	D9R607
csh:Closa_0820	D9R608
csh:Closa_0821	D9R609
csh:Closa_0822	D9R610
csh:Closa_0823	D9R611
csh:Closa_0824	D9R612
csh:Closa_0825	D9R613
csh:Closa_0826	D9R614
csh:Closa_0827	D9R615
csh:Closa_0828	D9R616
csh:Closa_0829	D9R617
csh:Closa_0830	D9R618
csh:Closa_0831	D9R619
csh:Closa_0832	D9R620
csh:Closa_0834	D9R621
csh:Closa_0835	D9R622
csh:Closa_0836	D9R623
csh:Closa_0837	D9R624
csh:Closa_0838	D9R625
csh:Closa_0839	D9R626
csh:Closa_0840	D9R627
csh:Closa_0841	D9R628
csh:Closa_0842	D9R629
csh:Closa_0843	D9R630
csh:Closa_0844	D9R631
csh:Closa_0845	D9R632
csh:Closa_0846	D9R633
csh:Closa_0847	D9R634
csh:Closa_0848	D9R635
csh:Closa_0850	D9R636
csh:Closa_0852	D9R637
csh:Closa_0853	D9R638
csh:Closa_0854	D9R639
csh:Closa_0855	D9R640
csh:Closa_0856	D9R641
csh:Closa_0857	D9R642
csh:Closa_0858	D9R643
csh:Closa_0859	D9R644
csh:Closa_0860	D9R645
csh:Closa_0861	D9R646
csh:Closa_0862	D9R647
csh:Closa_0863	D9R648
csh:Closa_0864	D9R649
csh:Closa_0865	D9R650
csh:Closa_0866	D9R651
csh:Closa_0867	D9R652
csh:Closa_0868	D9R653
csh:Closa_0869	D9R654
csh:Closa_0870	D9R655
csh:Closa_0871	D9R656
csh:Closa_0872	D9R657
csh:Closa_0873	D9R658
csh:Closa_0874	D9R659
csh:Closa_0875	D9R660
csh:Closa_0876	D9R661
csh:Closa_0877	D9R662
csh:Closa_0878	D9R663
csh:Closa_0879	D9R664
csh:Closa_0880	D9R665
csh:Closa_0881	D9R666
csh:Closa_0882	D9R667
csh:Closa_0883	D9R668
csh:Closa_0884	D9R669
csh:Closa_0885	D9R670
csh:Closa_0886	D9R671
csh:Closa_0887	D9R672
csh:Closa_0888	D9R673
csh:Closa_0889	D9R674
csh:Closa_0890	D9R675
csh:Closa_0891	D9R676
csh:Closa_0892	D9R677
csh:Closa_0893	D9R678
csh:Closa_0894	D9R679
csh:Closa_0895	D9R680
csh:Closa_0896	D9R681
csh:Closa_0897	D9R682
csh:Closa_0898	D9R683
csh:Closa_0899	D9R684
csh:Closa_0900	D9R685
csh:Closa_0901	D9R686
csh:Closa_0902	D9R687
csh:Closa_0903	D9R688
csh:Closa_0904	D9R689
csh:Closa_0905	D9R690
csh:Closa_0906	D9R691
csh:Closa_0907	D9R692
csh:Closa_0908	D9R6M1
csh:Closa_0909	D9R6M2
csh:Closa_0910	D9R6M3
csh:Closa_0911	D9R6M4
csh:Closa_0912	D9R6M5
csh:Closa_0913	D9R6M6
csh:Closa_0914	D9R6M7
csh:Closa_0915	D9R6M8
csh:Closa_0916	D9R6M9
csh:Closa_0917	D9R6N0
csh:Closa_0918	D9R6N1
csh:Closa_0919	D9R6N2
csh:Closa_0920	D9R6N3
csh:Closa_0921	D9R6N4
csh:Closa_0922	D9R6N5
csh:Closa_0923	D9R6N6
csh:Closa_0924	D9R6N7
csh:Closa_0925	D9R6N8
csh:Closa_0926	D9R6N9
csh:Closa_0927	D9R6P0
csh:Closa_0928	D9R6P1
csh:Closa_0929	D9R6P2
csh:Closa_0930	D9R6P3
csh:Closa_0931	D9R6P4
csh:Closa_0932	D9R6P5
csh:Closa_0933	D9R6P6
csh:Closa_0934	D9R6P7
csh:Closa_0935	D9R6P8
csh:Closa_0936	D9R6P9
csh:Closa_0937	D9R6Q0
csh:Closa_0938	D9R6Q1
csh:Closa_0939	D9R6Q2
csh:Closa_0940	D9R6Q3
csh:Closa_0941	D9R6Q4
csh:Closa_0942	D9R6Q5
csh:Closa_0943	D9R6Q6
csh:Closa_0944	D9R6Q7
csh:Closa_0945	D9R6Q8
csh:Closa_0946	D9R6Q9
csh:Closa_0947	D9R6R0
csh:Closa_0948	D9R6R1
csh:Closa_0949	D9R6R2
csh:Closa_0950	D9R6R3
csh:Closa_0951	D9R6R4
csh:Closa_0952	D9R6R5
csh:Closa_0953	D9R6R6
csh:Closa_0954	D9R6R7
csh:Closa_0955	D9R6R8
csh:Closa_0956	D9R6R9
csh:Closa_0957	D9R6S0
csh:Closa_0958	D9R6S1
csh:Closa_0959	D9R6S2
csh:Closa_0960	D9R6S3
csh:Closa_0961	D9R6S4
csh:Closa_0962	D9R6S5
csh:Closa_0963	D9R6S6
csh:Closa_0964	D9R6S7
csh:Closa_0965	D9R6S8
csh:Closa_0966	D9R6S9
csh:Closa_0967	D9R6T0
csh:Closa_0968	D9R6T1
csh:Closa_0969	D9R6T2
csh:Closa_0970	D9R6T3
csh:Closa_0971	D9R6T4
csh:Closa_0972	D9R6T5
csh:Closa_0973	D9R6T6
csh:Closa_0975	D9R6T7
csh:Closa_0976	D9R6T8
csh:Closa_0977	D9R6T9
csh:Closa_0978	D9R6U0
csh:Closa_0979	D9R6U1
csh:Closa_0980	D9R6U2
csh:Closa_0981	D9R6U3
csh:Closa_0982	D9R6U4
csh:Closa_0983	D9R6U5
csh:Closa_0984	D9R6U6
csh:Closa_0985	D9R6U7
csh:Closa_0986	D9R6U8
csh:Closa_0987	D9R6U9
csh:Closa_0988	D9R6V0
csh:Closa_0989	D9R6V1
csh:Closa_0990	D9R6V2
csh:Closa_0991	D9R6V3
csh:Closa_0992	D9R6V4
csh:Closa_0993	D9R6V5
csh:Closa_0994	D9R6V6
csh:Closa_0995	D9R6V7
csh:Closa_0996	D9R6V8
csh:Closa_0997	D9R6V9
csh:Closa_0998	D9R6W0
csh:Closa_0999	D9R6W1
csh:Closa_1000	D9R6W2
csh:Closa_1001	D9R6W3
csh:Closa_1003	D9R6W4
csh:Closa_1004	D9R6W5
csh:Closa_1005	D9R6W6
csh:Closa_1006	D9R6W7
csh:Closa_1007	D9R6W8
csh:Closa_1008	D9R6W9
csh:Closa_1009	D9R6X0
csh:Closa_1010	D9R6X1
csh:Closa_1011	D9R6X2
csh:Closa_1012	D9R6X3
csh:Closa_1013	D9R6X4
csh:Closa_1014	D9R6X5
csh:Closa_1015	D9R6X6
csh:Closa_1016	D9R6X7
csh:Closa_1017	D9R6X8
csh:Closa_1018	D9R6X9
csh:Closa_1019	D9R6Y0
csh:Closa_1020	D9R6Y1
csh:Closa_1021	D9R6Y2
csh:Closa_1022	D9R6Y3
csh:Closa_1023	D9R6Y4
csh:Closa_1024	D9R6Y5
csh:Closa_1025	D9R6Y6
csh:Closa_1026	D9R6Y7
csh:Closa_1027	D9R6Y8
csh:Closa_1028	D9R6Y9
csh:Closa_1029	D9R6Z0
csh:Closa_1030	D9R6Z1
csh:Closa_1031	D9R6Z2
csh:Closa_1032	D9R6Z3
csh:Closa_1033	D9R6Z4
csh:Closa_1034	D9R6Z5
csh:Closa_1035	D9R6Z6
csh:Closa_1036	D9R6Z7
csh:Closa_1037	D9R6Z8
csh:Closa_1038	D9R7C6
csh:Closa_1039	D9R7C7
csh:Closa_1040	D9R7C8
csh:Closa_1041	D9R7C9
csh:Closa_1042	D9R7D0
csh:Closa_1043	D9R7D1
csh:Closa_1044	D9R7D2
csh:Closa_1045	D9R7D3
csh:Closa_1046	D9R7D4
csh:Closa_1047	D9R7D5
csh:Closa_1048	D9R7D6
csh:Closa_1049	D9R7D7
csh:Closa_1050	D9R7D8
csh:Closa_1051	D9R7D9
csh:Closa_1052	D9R7E0
csh:Closa_1053	D9R7E1
csh:Closa_1054	D9R7E2
csh:Closa_1055	D9R7E3
csh:Closa_1057	D9R7E4
csh:Closa_1058	D9R7E5
csh:Closa_1059	D9R7E6
csh:Closa_1060	D9R7E7
csh:Closa_1061	D9R7E8
csh:Closa_1062	D9R7E9
csh:Closa_1063	D9R7F0
csh:Closa_1064	D9R7F1
csh:Closa_1065	D9R7F2
csh:Closa_1066	D9R7F3
csh:Closa_1067	D9R7F4
csh:Closa_1068	D9R7F5
csh:Closa_1069	D9R7F6
csh:Closa_1070	D9R7F7
csh:Closa_1071	D9R7F8
csh:Closa_1072	D9R7F9
csh:Closa_1073	D9R7G0
csh:Closa_1074	D9R7G1
csh:Closa_1075	D9R7G2
csh:Closa_1076	D9R7G3
csh:Closa_1077	D9R7G4
csh:Closa_1078	D9R7G5
csh:Closa_1079	D9R7G6
csh:Closa_1080	D9R7G7
csh:Closa_1081	D9R7G8
csh:Closa_1082	D9R7G9
csh:Closa_1083	D9R7H0
csh:Closa_1084	D9R7H1
