KEGG_ORG	KEGG_GENE	KEGG_EC	KEGG_UNIPROT
ecr	ecr:ECIAI1_1013	ec:1.12.99.6	
ecr	ecr:ECIAI1_1014	ec:1.12.99.6	
ecr	ecr:ECIAI1_1019	ec:7.1.1.7	
ecr	ecr:ECIAI1_1020	ec:7.1.1.7	
ecr	ecr:ECIAI1_1036	ec:2.7.13.3	
ecr	ecr:ECIAI1_1040	ec:1.7.2.3	
ecr	ecr:ECIAI1_1842	ec:1.8.4.12	B7M1J2
ecr	ecr:ECIAI1_1843	ec:1.2.1.12	
ecr	ecr:ECIAI1_3738	ec:3.2.1.1	
ecr	ecr:ECIAI1_3729	ec:2.7.1.17	
ecr	ecr:ECIAI1_2265	ec:5.4.99.19	
ecr	ecr:ECIAI1_1873	ec:3.1.13.5	
ecr	ecr:ECIAI1_1881	ec:2.6.1.85	
ecr	ecr:ECIAI1_1883	ec:4.3.1.17	
ecr	ecr:ECIAI1_1886	ec:2.7.1.191	
ecr	ecr:ECIAI1_1892	ec:2.1.1.187	
ecr	ecr:ECIAI1_2728	ec:2.1.1.228	B7M976
ecr	ecr:ECIAI1_2732	ec:3.6.5.4	
ecr	ecr:ECIAI1_2736	ec:2.7.1.23	B7M984
ecr	ecr:ECIAI1_2757	ec:1.2.1.16	
ecr	ecr:ECIAI1_2757	ec:1.2.1.79	
ecr	ecr:ECIAI1_2757	ec:1.2.1.20	
ecr	ecr:ECIAI1_2771	ec:1.17.4.1	
ecr	ecr:ECIAI1_2772	ec:1.17.4.1	
ecr	ecr:ECIAI1_3591	ec:2.3.2.2	
ecr	ecr:ECIAI1_3591	ec:3.4.19.13	
ecr	ecr:ECIAI1_3593	ec:3.1.4.46	
ecr	ecr:ECIAI1_3594	ec:7.6.2.10	
ecr	ecr:ECIAI1_4391	ec:1.3.5.4	
ecr	ecr:ECIAI1_1634	ec:2.3.1.57	
ecr	ecr:ECIAI1_0179	ec:2.3.1.191	
ecr	ecr:ECIAI1_0180	ec:4.2.1.59	B7M1Y3
ecr	ecr:ECIAI1_0181	ec:2.3.1.129	B7M1Y4
ecr	ecr:ECIAI1_0183	ec:3.1.26.4	B7M1Y6
ecr	ecr:ECIAI1_0184	ec:2.7.7.7	
ecr	ecr:ECIAI1_0185	ec:6.4.1.2	B7M1Y8
ecr	ecr:ECIAI1_0185	ec:2.1.3.15	B7M1Y8
ecr	ecr:ECIAI1_0188	ec:6.3.4.19	
ecr	ecr:ECIAI1_0196	ec:6.1.1.15	B7M1Z9
ecr	ecr:ECIAI1_0202	ec:3.1.3.82	
ecr	ecr:ECIAI1_0202	ec:3.1.3.83	
ecr	ecr:ECIAI1_0215	ec:1.1.1.346	
ecr	ecr:ECIAI1_0222	ec:3.1.26.4	B7M213
ecr	ecr:ECIAI1_0223	ec:2.7.7.7	
ecr	ecr:ECIAI1_1048	ec:1.6.5.2	B7M8Y8
ecr	ecr:ECIAI1_1057	ec:1.14.99.46	B7M8Z7
ecr	ecr:ECIAI1_1089	ec:2.3.1.241	
ecr	ecr:ECIAI1_4430	ec:5.1.3.22	B7M9F9
ecr	ecr:ECIAI1_0519	ec:1.1.1.350	
ecr	ecr:ECIAI1_1830	ec:3.5.1.1	
ecr	ecr:ECIAI1_1687	ec:2.5.1.18	
ecr	ecr:ECIAI1_4108	ec:5.3.1.14	B7M6V5
ecr	ecr:ECIAI1_1327	ec:2.6.1.19	
ecr	ecr:ECIAI1_1021	ec:3.1.3.26	
ecr	ecr:ECIAI1_1021	ec:3.1.3.2	
ecr	ecr:ECIAI1_1503	ec:4.1.1.15	
ecr	ecr:ECIAI1_0308	ec:1.1.99.1	B7M2V5
ecr	ecr:ECIAI1_0414	ec:3.5.4.26	
ecr	ecr:ECIAI1_0414	ec:1.1.1.193	
ecr	ecr:ECIAI1_0026	ec:2.7.1.26	
ecr	ecr:ECIAI1_0026	ec:2.7.7.2	
ecr	ecr:ECIAI1_1163	ec:7.6.2.11	
ecr	ecr:ECIAI1_3667	ec:4.1.1.15	
ecr	ecr:ECIAI1_1217	ec:2.7.1.121	
ecr	ecr:ECIAI1_1056	ec:3.5.1.110	B7M8Z6
ecr	ecr:ECIAI1_2547	ec:1.20.4.1	
ecr	ecr:ECIAI1_0989	ec:2.1.1.173	
ecr	ecr:ECIAI1_0989	ec:2.1.1.264	
ecr	ecr:ECIAI1_2111	ec:5.1.3.2	
ecr	ecr:ECIAI1_0182	ec:2.4.1.182	B7M1Y5
ecr	ecr:ECIAI1_1901	ec:3.4.21.102	
ecr	ecr:ECIAI1_1906	ec:2.1.1.178	B7M2B1
ecr	ecr:ECIAI1_1909	ec:3.1.3.16	
ecr	ecr:ECIAI1_1914	ec:2.7.7.7	
ecr	ecr:ECIAI1_1917	ec:3.4.21.83	
ecr	ecr:ECIAI1_1922	ec:2.1.2.2	
ecr	ecr:ECIAI1_1923	ec:4.1.2.14	
ecr	ecr:ECIAI1_1923	ec:4.1.3.42	
ecr	ecr:ECIAI1_1924	ec:4.2.1.12	
ecr	ecr:ECIAI1_1925	ec:1.1.1.49	
ecr	ecr:ECIAI1_1925	ec:1.1.1.363	
ecr	ecr:ECIAI1_1927	ec:2.7.1.40	
ecr	ecr:ECIAI1_1942	ec:2.3.1.243	
ecr	ecr:ECIAI1_2782	ec:4.4.1.21	B7M9C9
ecr	ecr:ECIAI1_2783	ec:6.3.2.2	B7M9D0
ecr	ecr:ECIAI1_2788	ec:6.1.1.7	
ecr	ecr:ECIAI1_2792	ec:3.5.1.42	
ecr	ecr:ECIAI1_2795	ec:2.7.1.198	
ecr	ecr:ECIAI1_2796	ec:2.7.1.198	
ecr	ecr:ECIAI1_2797	ec:1.1.1.140	
ecr	ecr:ECIAI1_2800	ec:5.3.1.13	
ecr	ecr:ECIAI1_2808	ec:3.2.1.86	
ecr	ecr:ECIAI1_2811	ec:3.4.23.51	
ecr	ecr:ECIAI1_3643	ec:3.4.24.70	
ecr	ecr:ECIAI1_3644	ec:2.1.1.266	
ecr	ecr:ECIAI1_3645	ec:1.8.1.7	
ecr	ecr:ECIAI1_3668	ec:1.11.1.5	
ecr	ecr:ECIAI1_3669	ec:3.2.1.28	B7M3D0
ecr	ecr:ECIAI1_3677	ec:2.7.1.45	
ecr	ecr:ECIAI1_0262	ec:5.3.1.28	B7M252
ecr	ecr:ECIAI1_0272	ec:2.7.7.7	
ecr	ecr:ECIAI1_0277	ec:2.4.2.22	B7M267
ecr	ecr:ECIAI1_0281	ec:2.7.2.11	B7M271
ecr	ecr:ECIAI1_0282	ec:1.2.1.41	B7M272
ecr	ecr:ECIAI1_1936	ec:2.3.1.191	
ecr	ecr:ECIAI1_1637	ec:1.97.1.9	
ecr	ecr:ECIAI1_2435	ec:2.7.13.3	
ecr	ecr:ECIAI1_3003	ec:3.5.4.3	
ecr	ecr:ECIAI1_3844	ec:2.7.13.3	
ecr	ecr:ECIAI1_3742	ec:1.1.1.130	B7M3J9
ecr	ecr:ECIAI1_3739	ec:2.6.1.66	
ecr	ecr:ECIAI1_3149	ec:3.1.1.45	
ecr	ecr:ECIAI1_3264	ec:2.7.2.15	
ecr	ecr:ECIAI1_4025	ec:3.1.1.45	
ecr	ecr:ECIAI1_2593	ec:1.3.1.87	B7M7P4
ecr	ecr:ECIAI1_3364	ec:2.7.1.60	
ecr	ecr:ECIAI1_0531	ec:1.5.1.5	B7M4N2
ecr	ecr:ECIAI1_0531	ec:3.5.4.9	B7M4N2
ecr	ecr:ECIAI1_1672	ec:2.7.1.199	
ecr	ecr:ECIAI1_1672	ec:2.7.1.208	
ecr	ecr:ECIAI1_4593	ec:2.1.1.172	B7LXT2
ecr	ecr:ECIAI1_2438	ec:4.1.1.8	
ecr	ecr:ECIAI1_2449	ec:2.7.3.9	
ecr	ecr:ECIAI1_2454	ec:2.7.1.2	B7M6Q8
ecr	ecr:ECIAI1_3316	ec:5.4.99.25	
ecr	ecr:ECIAI1_3321	ec:6.3.4.5	B7M079
ecr	ecr:ECIAI1_3324	ec:5.4.2.10	B7M082
ecr	ecr:ECIAI1_3325	ec:2.5.1.15	
ecr	ecr:ECIAI1_3327	ec:2.1.1.166	B7M085
ecr	ecr:ECIAI1_3330	ec:3.4.16.4	
ecr	ecr:ECIAI1_3335	ec:2.5.1.90	
ecr	ecr:ECIAI1_3337	ec:2.5.1.7	B7M095
ecr	ecr:ECIAI1_3345	ec:5.3.1.13	
ecr	ecr:ECIAI1_3346	ec:3.1.3.45	
ecr	ecr:ECIAI1_3356	ec:2.4.1.129	B7M0S6
ecr	ecr:ECIAI1_3358	ec:2.7.13.3	
ecr	ecr:ECIAI1_3360	ec:1.4.1.13	
ecr	ecr:ECIAI1_3361	ec:1.4.1.13	
ecr	ecr:ECIAI1_4205	ec:2.8.1.10	B7M738
ecr	ecr:ECIAI1_4208	ec:2.5.1.3	
ecr	ecr:ECIAI1_4209	ec:4.1.99.17	B7M7Q3
ecr	ecr:ECIAI1_4211	ec:3.6.1.22	B7M7Q5
ecr	ecr:ECIAI1_4212	ec:4.1.1.37	B7M7Q6
ecr	ecr:ECIAI1_4213	ec:3.1.21.7	B7M7Q7
ecr	ecr:ECIAI1_4218	ec:2.7.13.3	
ecr	ecr:ECIAI1_4220	ec:6.3.4.13	
ecr	ecr:ECIAI1_4234	ec:2.3.3.9	
ecr	ecr:ECIAI1_4235	ec:4.1.3.1	
ecr	ecr:ECIAI1_4241	ec:2.1.1.13	
ecr	ecr:ECIAI1_4243	ec:3.4.13.21	B7M7S7
ecr	ecr:ECIAI1_4244	ec:5.4.99.21	
ecr	ecr:ECIAI1_4249	ec:2.7.2.4	
ecr	ecr:ECIAI1_4250	ec:5.3.1.9	B7M7T4
ecr	ecr:ECIAI1_0472	ec:2.4.2.7	B7M3W1
ecr	ecr:ECIAI1_0473	ec:2.7.7.7	
ecr	ecr:ECIAI1_0477	ec:2.7.4.3	B7M3W6
ecr	ecr:ECIAI1_0478	ec:4.99.1.1	B7M3W7
ecr	ecr:ECIAI1_0478	ec:4.99.1.9	B7M3W7
ecr	ecr:ECIAI1_0480	ec:2.7.1.73	
ecr	ecr:ECIAI1_0488	ec:3.5.1.2	
ecr	ecr:ECIAI1_0508	ec:4.3.2.3	B7M4K9
ecr	ecr:ECIAI1_0510	ec:4.1.1.47	
ecr	ecr:ECIAI1_0511	ec:5.3.1.22	
ecr	ecr:ECIAI1_1313	ec:1.3.1.9	
ecr	ecr:ECIAI1_1313	ec:1.3.1.10	
ecr	ecr:ECIAI1_1325	ec:1.2.1.99	
ecr	ecr:ECIAI1_1349	ec:1.11.1.15	
ecr	ecr:ECIAI1_2167	ec:2.7.1.200	
ecr	ecr:ECIAI1_2168	ec:2.7.1.200	
ecr	ecr:ECIAI1_2170	ec:4.1.2.40	B7M477
ecr	ecr:ECIAI1_2178	ec:2.7.1.50	B7M485
ecr	ecr:ECIAI1_2189	ec:6.1.1.10	B7M4V9
ecr	ecr:ECIAI1_3060	ec:2.2.1.1	
ecr	ecr:ECIAI1_3069	ec:3.5.3.11	B7LYW6
ecr	ecr:ECIAI1_3071	ec:4.1.1.19	
ecr	ecr:ECIAI1_3075	ec:2.5.1.6	B7LYX2
ecr	ecr:ECIAI1_3079	ec:2.1.1.193	
ecr	ecr:ECIAI1_3080	ec:6.3.2.3	
ecr	ecr:ECIAI1_3093	ec:2.1.1.33	
ecr	ecr:ECIAI1_3094	ec:3.2.2.31	
ecr	ecr:ECIAI1_3098	ec:4.1.1.17	
ecr	ecr:ECIAI1_3913	ec:2.6.1.16	
ecr	ecr:ECIAI1_3914	ec:2.7.7.23	B7M586
ecr	ecr:ECIAI1_3914	ec:2.3.1.157	B7M586
ecr	ecr:ECIAI1_3916	ec:7.1.2.2	B7M588
ecr	ecr:ECIAI1_3916	ec:7.2.2.1	B7M588
ecr	ecr:ECIAI1_3918	ec:7.1.2.2	B7M590
ecr	ecr:ECIAI1_3918	ec:7.2.2.1	B7M590
ecr	ecr:ECIAI1_3924	ec:2.1.1.170	B7M596
ecr	ecr:ECIAI1_3928	ec:6.3.1.1	B7M5A0
ecr	ecr:ECIAI1_3932	ec:5.4.99.62	B7M5A4
ecr	ecr:ECIAI1_3933	ec:7.5.2.7	
ecr	ecr:ECIAI1_3936	ec:2.7.1.15	
ecr	ecr:ECIAI1_0671	ec:2.7.13.3	
ecr	ecr:ECIAI1_0673	ec:7.2.2.6	B7M5L3
ecr	ecr:ECIAI1_0682	ec:4.1.99.3	
ecr	ecr:ECIAI1_0687	ec:3.5.2.9	B7M5M7
ecr	ecr:ECIAI1_0688	ec:4.2.99.18	B7M5M8
ecr	ecr:ECIAI1_0694	ec:2.3.3.1	
ecr	ecr:ECIAI1_0697	ec:1.3.5.1	
ecr	ecr:ECIAI1_0697	ec:1.3.5.4	
ecr	ecr:ECIAI1_0698	ec:1.3.5.1	
ecr	ecr:ECIAI1_0698	ec:1.3.5.4	
ecr	ecr:ECIAI1_0699	ec:1.2.4.2	
ecr	ecr:ECIAI1_0700	ec:2.3.1.61	
ecr	ecr:ECIAI1_0701	ec:6.2.1.5	B7M5P1
ecr	ecr:ECIAI1_0702	ec:6.2.1.5	
ecr	ecr:ECIAI1_0708	ec:7.1.1.7	
ecr	ecr:ECIAI1_0709	ec:7.1.1.7	
ecr	ecr:ECIAI1_4464	ec:3.1.3.11	
ecr	ecr:ECIAI1_4465	ec:6.3.2.45	
ecr	ecr:ECIAI1_4474	ec:7.2.2.14	
ecr	ecr:ECIAI1_4475	ec:3.5.99.10	
ecr	ecr:ECIAI1_4477	ec:2.1.3.2	B7M9K5
ecr	ecr:ECIAI1_4485	ec:2.1.3.3	B7M9L3
ecr	ecr:ECIAI1_4469	ec:1.97.1.4	
ecr	ecr:ECIAI1_4471	ec:3.2.1.93	
ecr	ecr:ECIAI1_4472	ec:2.7.1.201	
ecr	ecr:ECIAI1_4390	ec:1.3.5.4	
ecr	ecr:ECIAI1_4395	ec:4.1.1.65	B7M8S3
ecr	ecr:ECIAI1_4396	ec:3.1.3.100	B7M8S4
ecr	ecr:ECIAI1_4402	ec:3.5.1.28	
ecr	ecr:ECIAI1_4404	ec:2.5.1.75	B7M8T1
ecr	ecr:ECIAI1_4410	ec:6.3.4.4	B7M8T7
ecr	ecr:ECIAI1_4413	ec:2.1.1.185	
ecr	ecr:ECIAI1_4427	ec:2.7.1.194	
ecr	ecr:ECIAI1_4428	ec:2.7.1.194	
ecr	ecr:ECIAI1_4489	ec:6.1.1.9	
ecr	ecr:ECIAI1_4490	ec:2.7.7.7	
ecr	ecr:ECIAI1_4491	ec:3.4.11.1	B7M9L9
ecr	ecr:ECIAI1_4498	ec:2.1.1.37	
ecr	ecr:ECIAI1_4538	ec:4.2.1.8	B7LXN0
ecr	ecr:ECIAI1_4539	ec:1.1.1.57	
ecr	ecr:ECIAI1_4574	ec:1.2.1.60	
ecr	ecr:ECIAI1_0718	ec:2.5.1.72	B7M6B3
ecr	ecr:ECIAI1_1520	ec:2.7.11.1	
ecr	ecr:ECIAI1_1523	ec:2.7.1.189	
ecr	ecr:ECIAI1_1529	ec:2.3.1.245	
ecr	ecr:ECIAI1_1530	ec:5.3.1.32	
ecr	ecr:ECIAI1_1531	ec:2.1.1.144	B7LZC1
ecr	ecr:ECIAI1_1533	ec:1.1.1.58	B7LZC3
ecr	ecr:ECIAI1_1536	ec:3.5.1.2	
ecr	ecr:ECIAI1_1546	ec:3.2.1.86	
ecr	ecr:ECIAI1_1548	ec:2.7.1.196	
ecr	ecr:ECIAI1_1548	ec:2.7.1.205	
ecr	ecr:ECIAI1_1550	ec:2.7.1.196	
ecr	ecr:ECIAI1_1550	ec:2.7.1.205	
ecr	ecr:ECIAI1_1557	ec:3.4.15.5	
ecr	ecr:ECIAI1_2361	ec:7.1.1.2	B7M5W6
ecr	ecr:ECIAI1_2362	ec:7.1.1.2	
ecr	ecr:ECIAI1_2365	ec:3.1.3.89	B7M5X0
ecr	ecr:ECIAI1_2371	ec:2.7.2.1	
ecr	ecr:ECIAI1_2379	ec:5.1.99.7	
ecr	ecr:ECIAI1_2382	ec:7.4.2.1	
ecr	ecr:ECIAI1_2388	ec:2.5.1.129	
ecr	ecr:ECIAI1_2389	ec:2.4.2.14	
ecr	ecr:ECIAI1_2393	ec:6.4.1.2	
ecr	ecr:ECIAI1_2393	ec:2.1.3.15	
ecr	ecr:ECIAI1_2395	ec:5.4.99.12	B7M6J9
ecr	ecr:ECIAI1_2397	ec:1.1.1.290	B7M6K1
ecr	ecr:ECIAI1_2400	ec:2.3.1.41	
ecr	ecr:ECIAI1_2406	ec:4.2.3.5	B7M6L0
ecr	ecr:ECIAI1_2407	ec:2.1.1.298	
ecr	ecr:ECIAI1_3263	ec:2.3.1.54	
ecr	ecr:ECIAI1_3266	ec:4.3.1.19	
ecr	ecr:ECIAI1_3272	ec:2.7.1.165	
ecr	ecr:ECIAI1_3285	ec:3.5.1.25	
ecr	ecr:ECIAI1_3287	ec:4.1.2.40	B7M045
ecr	ecr:ECIAI1_3296	ec:2.1.1.198	
ecr	ecr:ECIAI1_3312	ec:3.6.4.13	
ecr	ecr:ECIAI1_3314	ec:2.7.7.8	B7M072
ecr	ecr:ECIAI1_4154	ec:1.1.1.6	
ecr	ecr:ECIAI1_4156	ec:2.7.3.9	
ecr	ecr:ECIAI1_4159	ec:2.3.1.54	
ecr	ecr:ECIAI1_4160	ec:1.97.1.4	
ecr	ecr:ECIAI1_4164	ec:4.1.1.31	B7M710
ecr	ecr:ECIAI1_4165	ec:3.5.1.16	B7M711
ecr	ecr:ECIAI1_4166	ec:1.2.1.38	
ecr	ecr:ECIAI1_4167	ec:2.7.2.8	B7M713
ecr	ecr:ECIAI1_4168	ec:4.3.2.1	B7M714
ecr	ecr:ECIAI1_4172	ec:1.6.1.1	B7M718
ecr	ecr:ECIAI1_4177	ec:5.1.1.3	B7M723
ecr	ecr:ECIAI1_4189	ec:1.3.1.98	
ecr	ecr:ECIAI1_4191	ec:2.7.1.33	B7M726
ecr	ecr:ECIAI1_4201	ec:2.7.7.6	B7M734
ecr	ecr:ECIAI1_4202	ec:2.7.7.6	
ecr	ecr:ECIAI1_4204	ec:4.1.99.19	
ecr	ecr:ECIAI1_0320	ec:2.7.2.2	
ecr	ecr:ECIAI1_0336	ec:6.2.1.17	
ecr	ecr:ECIAI1_0341	ec:4.2.1.1	
ecr	ecr:ECIAI1_0342	ec:4.2.1.104	B7M2Y9
ecr	ecr:ECIAI1_1165	ec:3.4.11.4	
ecr	ecr:ECIAI1_1169	ec:4.3.2.2	
ecr	ecr:ECIAI1_1171	ec:2.8.1.13	
ecr	ecr:ECIAI1_1173	ec:5.4.99.20	
ecr	ecr:ECIAI1_1174	ec:1.1.1.42	
ecr	ecr:ECIAI1_1990	ec:1.16.3.2	
ecr	ecr:ECIAI1_1996	ec:2.7.8.5	
ecr	ecr:ECIAI1_2002	ec:7.4.2.1	
ecr	ecr:ECIAI1_2004	ec:4.4.1.15	B7M363
ecr	ecr:ECIAI1_2022	ec:7.4.2.8	
ecr	ecr:ECIAI1_2035	ec:3.1.3.70	B7M394
ecr	ecr:ECIAI1_2042	ec:2.1.1.37	
ecr	ecr:ECIAI1_2047	ec:4.2.1.130	B7M3A5
ecr	ecr:ECIAI1_2047	ec:3.5.1.124	B7M3A5
ecr	ecr:ECIAI1_2888	ec:6.3.4.2	B7LXJ6
ecr	ecr:ECIAI1_2893	ec:2.1.1.190	
ecr	ecr:ECIAI1_2894	ec:2.7.13.3	
ecr	ecr:ECIAI1_2895	ec:4.2.1.40	
ecr	ecr:ECIAI1_2900	ec:5.4.99.26	
ecr	ecr:ECIAI1_2907	ec:4.3.1.17	
ecr	ecr:ECIAI1_2909	ec:1.1.1.77	
ecr	ecr:ECIAI1_2912	ec:5.3.1.25	B7LXL8
ecr	ecr:ECIAI1_2912	ec:5.3.1.3	B7LXL8
ecr	ecr:ECIAI1_2914	ec:5.1.3.29	B7LXM0
ecr	ecr:ECIAI1_2916	ec:2.1.1.186	B7LXM2
ecr	ecr:ECIAI1_2925	ec:3.5.1.28	
ecr	ecr:ECIAI1_2927	ec:3.1.11.5	
ecr	ecr:ECIAI1_2928	ec:3.1.11.5	
ecr	ecr:ECIAI1_2929	ec:3.4.24.55	
ecr	ecr:ECIAI1_2930	ec:3.1.11.5	
ecr	ecr:ECIAI1_2935	ec:2.1.1.45	B7LY83
ecr	ecr:ECIAI1_2937	ec:2.7.3.9	
ecr	ecr:ECIAI1_3759	ec:2.9.1.1	B7M3L6
ecr	ecr:ECIAI1_3769	ec:2.7.1.197	
ecr	ecr:ECIAI1_3770	ec:1.1.1.17	B7M3M7
ecr	ecr:ECIAI1_3778	ec:1.1.2.3	B7M492
ecr	ecr:ECIAI1_3779	ec:2.1.1.207	
ecr	ecr:ECIAI1_3780	ec:2.3.1.30	
ecr	ecr:ECIAI1_3781	ec:1.1.1.94	B7M495
ecr	ecr:ECIAI1_3790	ec:2.3.1.29	
ecr	ecr:ECIAI1_3791	ec:5.1.3.20	B7M4A5
ecr	ecr:ECIAI1_3803	ec:2.4.99.12	
ecr	ecr:ECIAI1_3803	ec:2.4.99.13	
ecr	ecr:ECIAI1_3803	ec:2.4.99.14	
ecr	ecr:ECIAI1_3803	ec:2.4.99.15	
ecr	ecr:ECIAI1_1097	ec:3.5.2.3	B7M937
ecr	ecr:ECIAI1_1101	ec:2.3.1.267	
ecr	ecr:ECIAI1_1120	ec:3.1.26.12	
ecr	ecr:ECIAI1_1121	ec:5.4.99.24	
ecr	ecr:ECIAI1_1125	ec:2.3.1.274	B7LX24
ecr	ecr:ECIAI1_1126	ec:2.3.1.180	
ecr	ecr:ECIAI1_1127	ec:2.3.1.39	
ecr	ecr:ECIAI1_1128	ec:1.1.1.100	
ecr	ecr:ECIAI1_1130	ec:2.3.1.179	
ecr	ecr:ECIAI1_1131	ec:4.1.3.38	
ecr	ecr:ECIAI1_1133	ec:2.7.4.9	B7LX32
ecr	ecr:ECIAI1_1134	ec:2.7.7.7	
ecr	ecr:ECIAI1_1144	ec:3.2.1.52	B7LX41
ecr	ecr:ECIAI1_1146	ec:1.6.99.3	
ecr	ecr:ECIAI1_1947	ec:3.6.4.12	B7M2F1
ecr	ecr:ECIAI1_1948	ec:3.6.4.12	B7M2F2
ecr	ecr:ECIAI1_1950	ec:3.1.22.4	B7M2F4
ecr	ecr:ECIAI1_1952	ec:3.6.1.67	
ecr	ecr:ECIAI1_1953	ec:6.1.1.12	B7M2F7
ecr	ecr:ECIAI1_1963	ec:6.1.1.19	B7M2G7
ecr	ecr:ECIAI1_1970	ec:3.1.1.61	
ecr	ecr:ECIAI1_1970	ec:3.5.1.44	
ecr	ecr:ECIAI1_1975	ec:2.7.13.3	
ecr	ecr:ECIAI1_1981	ec:2.4.1.15	
ecr	ecr:ECIAI1_1981	ec:2.4.1.347	
ecr	ecr:ECIAI1_1984	ec:7.5.2.12	
ecr	ecr:ECIAI1_0415	ec:2.5.1.78	B7M3Q4
ecr	ecr:ECIAI1_0417	ec:2.7.4.16	
ecr	ecr:ECIAI1_0418	ec:3.1.3.27	
ecr	ecr:ECIAI1_0420	ec:2.2.1.7	B7M3Q9
ecr	ecr:ECIAI1_0421	ec:2.5.1.1	
ecr	ecr:ECIAI1_0421	ec:2.5.1.10	
ecr	ecr:ECIAI1_0422	ec:3.1.11.6	B7M3R1
ecr	ecr:ECIAI1_0423	ec:2.8.1.4	B7M3R2
ecr	ecr:ECIAI1_0424	ec:3.5.1.124	
ecr	ecr:ECIAI1_0425	ec:1.1.1.169	
ecr	ecr:ECIAI1_0434	ec:7.1.1.3	
ecr	ecr:ECIAI1_0435	ec:7.1.1.3	
ecr	ecr:ECIAI1_0443	ec:3.4.21.53	
ecr	ecr:ECIAI1_0445	ec:5.2.1.8	
ecr	ecr:ECIAI1_0448	ec:6.3.4.20	B7M3T7
ecr	ecr:ECIAI1_3955	ec:2.2.1.6	
ecr	ecr:ECIAI1_3956	ec:2.2.1.6	
ecr	ecr:ECIAI1_3957	ec:2.6.1.42	
ecr	ecr:ECIAI1_3958	ec:4.2.1.9	B7M5B9
ecr	ecr:ECIAI1_3959	ec:4.3.1.19	
ecr	ecr:ECIAI1_3961	ec:1.1.1.86	B7M5C2
ecr	ecr:ECIAI1_3962	ec:5.2.1.8	
ecr	ecr:ECIAI1_3964	ec:3.6.4.12	
ecr	ecr:ECIAI1_3966	ec:3.6.4.13	B7M5C7
ecr	ecr:ECIAI1_1256	ec:2.7.7.9	
ecr	ecr:ECIAI1_1258	ec:2.7.1.21	
ecr	ecr:ECIAI1_1280	ec:4.2.1.20	B7LY16
ecr	ecr:ECIAI1_1281	ec:4.2.1.20	B7LY17
ecr	ecr:ECIAI1_1284	ec:4.1.3.27	
ecr	ecr:ECIAI1_1285	ec:3.1.3.97	
ecr	ecr:ECIAI1_1287	ec:5.4.99.22	
ecr	ecr:ECIAI1_1294	ec:5.6.2.1	
ecr	ecr:ECIAI1_1299	ec:4.2.1.3	
ecr	ecr:ECIAI1_1304	ec:4.1.1.23	B7LY40
ecr	ecr:ECIAI1_2108	ec:1.1.1.22	
ecr	ecr:ECIAI1_2109	ec:1.1.1.44	
ecr	ecr:ECIAI1_2109	ec:1.1.1.343	
ecr	ecr:ECIAI1_2116	ec:2.7.7.9	
ecr	ecr:ECIAI1_2127	ec:1.1.1.271	
ecr	ecr:ECIAI1_2128	ec:4.2.1.47	
ecr	ecr:ECIAI1_2141	ec:3.5.4.13	B7M449
ecr	ecr:ECIAI1_2142	ec:2.7.1.48	
ecr	ecr:ECIAI1_2144	ec:3.2.2.21	
ecr	ecr:ECIAI1_2997	ec:2.7.7.76	
ecr	ecr:ECIAI1_3008	ec:5.3.3.2	B7LYF3
ecr	ecr:ECIAI1_3009	ec:6.1.1.6	
ecr	ecr:ECIAI1_3012	ec:5.3.4.1	
ecr	ecr:ECIAI1_3020	ec:3.2.1.86	
ecr	ecr:ECIAI1_3024	ec:2.1.2.10	B7LYG9
ecr	ecr:ECIAI1_3027	ec:3.4.11.9	
ecr	ecr:ECIAI1_3034	ec:5.3.1.6	B7LYT1
ecr	ecr:ECIAI1_3037	ec:5.4.99.2	
ecr	ecr:ECIAI1_3045	ec:4.1.2.13	
ecr	ecr:ECIAI1_3046	ec:2.7.2.3	
ecr	ecr:ECIAI1_3861	ec:2.7.1.208	
ecr	ecr:ECIAI1_3872	ec:2.7.1.58	
ecr	ecr:ECIAI1_3877	ec:5.6.2.2	
ecr	ecr:ECIAI1_3879	ec:2.7.7.7	
ecr	ecr:ECIAI1_3883	ec:3.1.26.5	B7M556
ecr	ecr:ECIAI1_3887	ec:4.1.99.1	B7M560
ecr	ecr:ECIAI1_3901	ec:3.2.1.86	
ecr	ecr:ECIAI1_3905	ec:7.3.2.1	
ecr	ecr:ECIAI1_0003	ec:2.7.1.39	B7M0A0
ecr	ecr:ECIAI1_0004	ec:4.2.3.1	
ecr	ecr:ECIAI1_0009	ec:2.2.1.2	
ecr	ecr:ECIAI1_0010	ec:2.7.7.75	
ecr	ecr:ECIAI1_0837	ec:3.6.4.12	
ecr	ecr:ECIAI1_0862	ec:2.3.1.54	
ecr	ecr:ECIAI1_0863	ec:1.97.1.4	
ecr	ecr:ECIAI1_0866	ec:2.10.1.1	
ecr	ecr:ECIAI1_0878	ec:3.4.16.4	
ecr	ecr:ECIAI1_1680	ec:7.2.1.2	B7M0I5
ecr	ecr:ECIAI1_1681	ec:7.2.1.2	B7M0I6
ecr	ecr:ECIAI1_1682	ec:7.2.1.2	B7M0I7
ecr	ecr:ECIAI1_1685	ec:4.2.99.18	
ecr	ecr:ECIAI1_1688	ec:2.7.1.35	
ecr	ecr:ECIAI1_1689	ec:6.1.1.1	B7M0J4
