Batch	Plate	Well	No	Extraction	Species_name	Incubated	Drug	Concentration	Replicate	Drug_measured	Intensity	IntensityNorm	Standard	StandardIntensity
Batch 3	Plate 2	G01	18	supernatant	Clostridium saccharolyticum	Yes	Duloxetine	30	1	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 2	G02	18	supernatant	Clostridium saccharolyticum	Yes	Duloxetine	30	2	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 2	G03	18	supernatant	Clostridium saccharolyticum	Yes	Duloxetine	30	3	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 2	G04	18	supernatant	Clostridium saccharolyticum	Yes	Duloxetine	30	4	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 2	G05	19	total	Clostridium saccharolyticum	Yes	Duloxetine	40	1	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 2	G06	19	total	Clostridium saccharolyticum	Yes	Duloxetine	40	2	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 2	G07	19	total	Clostridium saccharolyticum	Yes	Duloxetine	40	3	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 2	G08	19	total	Clostridium saccharolyticum	Yes	Duloxetine	40	4	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 2	G09	19	supernatant	Clostridium saccharolyticum	Yes	Duloxetine	40	1	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 2	G10	19	supernatant	Clostridium saccharolyticum	Yes	Duloxetine	40	2	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 2	G11	19	supernatant	Clostridium saccharolyticum	Yes	Duloxetine	40	3	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 2	G12	19	supernatant	Clostridium saccharolyticum	Yes	Duloxetine	40	4	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 2	H01	20	total	Clostridium saccharolyticum	Yes	Duloxetine	50	1	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 2	H02	20	total	Clostridium saccharolyticum	Yes	Duloxetine	50	2	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 2	H03	20	total	Clostridium saccharolyticum	Yes	Duloxetine	50	3	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 2	H04	20	total	Clostridium saccharolyticum	Yes	Duloxetine	50	4	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 2	H05	20	supernatant	Clostridium saccharolyticum	Yes	Duloxetine	50	1	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 2	H06	20	supernatant	Clostridium saccharolyticum	Yes	Duloxetine	50	2	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 2	H07	20	supernatant	Clostridium saccharolyticum	Yes	Duloxetine	50	3	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 2	H08	20	supernatant	Clostridium saccharolyticum	Yes	Duloxetine	50	4	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 2	H09	21	total	Clostridium saccharolyticum	Yes	Duloxetine	70	1	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 2	H10	21	total	Clostridium saccharolyticum	Yes	Duloxetine	70	2	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 2	H11	21	total	Clostridium saccharolyticum	Yes	Duloxetine	70	3	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 2	H12	21	total	Clostridium saccharolyticum	Yes	Duloxetine	70	4	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	A01	21	supernatant	Clostridium saccharolyticum	Yes	Duloxetine	70	1	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	A02	21	supernatant	Clostridium saccharolyticum	Yes	Duloxetine	70	2	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	A03	21	supernatant	Clostridium saccharolyticum	Yes	Duloxetine	70	3	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	A04	21	supernatant	Clostridium saccharolyticum	Yes	Duloxetine	70	4	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	A05	22	total	Escherichia coli IAI1	Yes	Duloxetine	0	1	Rosiglitazone	0		Sulfamehizole_IS	
Batch 3	Plate 3	A06	22	total	Escherichia coli IAI1	Yes	Duloxetine	0	2	Rosiglitazone	0		Sulfamehizole_IS	
Batch 3	Plate 3	A07	22	total	Escherichia coli IAI1	Yes	Duloxetine	0	3	Rosiglitazone	0		Sulfamehizole_IS	
Batch 3	Plate 3	A08	22	total	Escherichia coli IAI1	Yes	Duloxetine	0	4	Rosiglitazone	0		Sulfamehizole_IS	
Batch 3	Plate 3	A09	22	supernatant	Escherichia coli IAI1	Yes	Duloxetine	0	1	Rosiglitazone	0		Sulfamehizole_IS	
Batch 3	Plate 3	A10	22	supernatant	Escherichia coli IAI1	Yes	Duloxetine	0	2	Rosiglitazone	0		Sulfamehizole_IS	
Batch 3	Plate 3	A11	22	supernatant	Escherichia coli IAI1	Yes	Duloxetine	0	3	Rosiglitazone	0		Sulfamehizole_IS	
Batch 3	Plate 3	A12	22	supernatant	Escherichia coli IAI1	Yes	Duloxetine	0	4	Rosiglitazone	0		Sulfamehizole_IS	
Batch 3	Plate 3	B01	23	total	Escherichia coli IAI1	Yes	Duloxetine	10	1	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	B02	23	total	Escherichia coli IAI1	Yes	Duloxetine	10	2	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	B03	23	total	Escherichia coli IAI1	Yes	Duloxetine	10	3	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	B04	23	total	Escherichia coli IAI1	Yes	Duloxetine	10	4	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	B05	23	supernatant	Escherichia coli IAI1	Yes	Duloxetine	10	1	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	B06	23	supernatant	Escherichia coli IAI1	Yes	Duloxetine	10	2	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	B07	23	supernatant	Escherichia coli IAI1	Yes	Duloxetine	10	3	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	B08	23	supernatant	Escherichia coli IAI1	Yes	Duloxetine	10	4	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	B09	24	total	Escherichia coli IAI1	Yes	Duloxetine	20	1	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	B10	24	total	Escherichia coli IAI1	Yes	Duloxetine	20	2	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	B11	24	total	Escherichia coli IAI1	Yes	Duloxetine	20	3	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	B12	24	total	Escherichia coli IAI1	Yes	Duloxetine	20	4	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	C01	24	supernatant	Escherichia coli IAI1	Yes	Duloxetine	20	1	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	C02	24	supernatant	Escherichia coli IAI1	Yes	Duloxetine	20	2	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	C03	24	supernatant	Escherichia coli IAI1	Yes	Duloxetine	20	3	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	C04	24	supernatant	Escherichia coli IAI1	Yes	Duloxetine	20	4	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	C05	25	total	Escherichia coli IAI1	Yes	Duloxetine	30	1	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	C06	25	total	Escherichia coli IAI1	Yes	Duloxetine	30	2	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	C07	25	total	Escherichia coli IAI1	Yes	Duloxetine	30	3	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	C08	25	total	Escherichia coli IAI1	Yes	Duloxetine	30	4	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	C09	25	supernatant	Escherichia coli IAI1	Yes	Duloxetine	30	1	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	C10	25	supernatant	Escherichia coli IAI1	Yes	Duloxetine	30	2	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	C11	25	supernatant	Escherichia coli IAI1	Yes	Duloxetine	30	3	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	C12	25	supernatant	Escherichia coli IAI1	Yes	Duloxetine	30	4	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	D01	26	total	Escherichia coli IAI1	Yes	Duloxetine	40	1	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	D02	26	total	Escherichia coli IAI1	Yes	Duloxetine	40	2	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	D03	26	total	Escherichia coli IAI1	Yes	Duloxetine	40	3	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	D04	26	total	Escherichia coli IAI1	Yes	Duloxetine	40	4	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	D05	26	supernatant	Escherichia coli IAI1	Yes	Duloxetine	40	1	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	D06	26	supernatant	Escherichia coli IAI1	Yes	Duloxetine	40	2	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	D07	26	supernatant	Escherichia coli IAI1	Yes	Duloxetine	40	3	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	D08	26	supernatant	Escherichia coli IAI1	Yes	Duloxetine	40	4	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	D09	27	total	Escherichia coli IAI1	Yes	Duloxetine	50	1	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	D10	27	total	Escherichia coli IAI1	Yes	Duloxetine	50	2	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	D11	27	total	Escherichia coli IAI1	Yes	Duloxetine	50	3	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	D12	27	total	Escherichia coli IAI1	Yes	Duloxetine	50	4	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	E01	27	supernatant	Escherichia coli IAI1	Yes	Duloxetine	50	1	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	E02	27	supernatant	Escherichia coli IAI1	Yes	Duloxetine	50	2	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	E03	27	supernatant	Escherichia coli IAI1	Yes	Duloxetine	50	3	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	E04	27	supernatant	Escherichia coli IAI1	Yes	Duloxetine	50	4	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	E05	28	total	Escherichia coli IAI1	Yes	Duloxetine	70	1	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	E06	28	total	Escherichia coli IAI1	Yes	Duloxetine	70	2	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	E07	28	total	Escherichia coli IAI1	Yes	Duloxetine	70	3	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	E08	28	total	Escherichia coli IAI1	Yes	Duloxetine	70	4	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	E09	28	supernatant	Escherichia coli IAI1	Yes	Duloxetine	70	1	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	E10	28	supernatant	Escherichia coli IAI1	Yes	Duloxetine	70	2	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	E11	28	supernatant	Escherichia coli IAI1	Yes	Duloxetine	70	3	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	E12	28	supernatant	Escherichia coli IAI1	Yes	Duloxetine	70	4	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	F01	29	total	no bug	Yes	Duloxetine	0	3	Rosiglitazone	0		Sulfamehizole_IS	
Batch 3	Plate 3	F02	29	total	no bug	Yes	Duloxetine	0	4	Rosiglitazone	0		Sulfamehizole_IS	
Batch 3	Plate 3	F03	29	supernatant	no bug	Yes	Duloxetine	0	3	Rosiglitazone	0		Sulfamehizole_IS	
Batch 3	Plate 3	F04	29	supernatant	no bug	Yes	Duloxetine	0	4	Rosiglitazone	0		Sulfamehizole_IS	
Batch 3	Plate 3	F05	30	total	no bug	Yes	Duloxetine	10	3	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	F06	30	total	no bug	Yes	Duloxetine	10	4	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	F07	30	supernatant	no bug	Yes	Duloxetine	10	3	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	F08	30	supernatant	no bug	Yes	Duloxetine	10	4	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	F09	31	total	no bug	Yes	Duloxetine	20	3	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	F10	31	total	no bug	Yes	Duloxetine	20	4	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	F11	31	supernatant	no bug	Yes	Duloxetine	20	3	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	F12	31	supernatant	no bug	Yes	Duloxetine	20	4	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	G01	32	total	no bug	Yes	Duloxetine	30	3	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	G02	32	total	no bug	Yes	Duloxetine	30	4	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	G03	32	supernatant	no bug	Yes	Duloxetine	30	3	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	G04	32	supernatant	no bug	Yes	Duloxetine	30	4	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	G05	33	total	no bug	Yes	Duloxetine	40	3	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	G06	33	total	no bug	Yes	Duloxetine	40	4	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	G07	33	supernatant	no bug	Yes	Duloxetine	40	3	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	G08	33	supernatant	no bug	Yes	Duloxetine	40	4	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	G09	34	total	no bug	Yes	Duloxetine	50	3	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	G10	34	total	no bug	Yes	Duloxetine	50	4	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	G11	34	supernatant	no bug	Yes	Duloxetine	50	3	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	G12	34	supernatant	no bug	Yes	Duloxetine	50	4	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	H01	35	total	no bug	Yes	Duloxetine	70	3	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	H02	35	total	no bug	Yes	Duloxetine	70	4	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	H03	35	supernatant	no bug	Yes	Duloxetine	70	3	Rosiglitazone			Sulfamehizole_IS	
Batch 3	Plate 3	H04	35	supernatant	no bug	Yes	Duloxetine	70	4	Rosiglitazone			Sulfamehizole_IS	
Batch 5	Plate 5	A01	1	total	no bug	Yes	Duloxetine	30	1	Rosiglitazone			Sulfamehizole_IS	3857834.318
Batch 5	Plate 5	A02	1	total	no bug	Yes	Duloxetine	30	2	Rosiglitazone			Sulfamehizole_IS	3722297.941
Batch 5	Plate 5	A03	1	total	no bug	Yes	Duloxetine	40	1	Rosiglitazone			Sulfamehizole_IS	3592891.375
Batch 5	Plate 5	A04	1	total	no bug	Yes	Duloxetine	40	2	Rosiglitazone			Sulfamehizole_IS	3568351.073
Batch 5	Plate 5	A05	1	total	no bug	Yes	Duloxetine	50	1	Rosiglitazone			Sulfamehizole_IS	3590852.304
Batch 5	Plate 5	A06	1	total	no bug	Yes	Duloxetine	50	2	Rosiglitazone			Sulfamehizole_IS	3551671.182
Batch 5	Plate 5	A07	4	total	C. bolteae	Yes	Duloxetine	50	1	Rosiglitazone			Sulfamehizole_IS	3428095.871
Batch 5	Plate 5	A08	4	total	C. bolteae	Yes	Duloxetine	50	2	Rosiglitazone			Sulfamehizole_IS	3350497.703
Batch 5	Plate 5	A09	4	total	C. bolteae	Yes	Duloxetine	50	3	Rosiglitazone			Sulfamehizole_IS	3401846.672
Batch 5	Plate 5	A10	4	total	C. bolteae	Yes	Duloxetine	50	4	Rosiglitazone			Sulfamehizole_IS	3480593.361
Batch 5	Plate 5	A11	1	supernatant	no bug	Yes	Duloxetine	30	1	Rosiglitazone			Sulfamehizole_IS	3545637.647
Batch 5	Plate 5	A12	1	supernatant	no bug	Yes	Duloxetine	30	2	Rosiglitazone			Sulfamehizole_IS	3691165.73
Batch 5	Plate 5	B01	1	supernatant	no bug	Yes	Duloxetine	40	1	Rosiglitazone			Sulfamehizole_IS	3483582.781
Batch 5	Plate 5	B02	1	supernatant	no bug	Yes	Duloxetine	40	2	Rosiglitazone			Sulfamehizole_IS	3366373.375
Batch 5	Plate 5	B03	1	supernatant	no bug	Yes	Duloxetine	50	1	Rosiglitazone			Sulfamehizole_IS	3338353.713
Batch 5	Plate 5	B04	1	supernatant	no bug	Yes	Duloxetine	50	2	Rosiglitazone			Sulfamehizole_IS	3386838.815
Batch 5	Plate 5	B05	4	supernatant	C. bolteae	Yes	Duloxetine	50	1	Rosiglitazone			Sulfamehizole_IS	3224383.553
Batch 5	Plate 5	B06	4	supernatant	C. bolteae	Yes	Duloxetine	50	2	Rosiglitazone			Sulfamehizole_IS	3312024.645
Batch 5	Plate 5	B07	4	supernatant	C. bolteae	Yes	Duloxetine	50	3	Rosiglitazone			Sulfamehizole_IS	3203059.139
Batch 5	Plate 5	B08	4	supernatant	C. bolteae	Yes	Duloxetine	50	4	Rosiglitazone			Sulfamehizole_IS	3397890.482
Batch 5	Plate 5	B09	12	total	no bug	Yes	Montelukast	30	1	Rosiglitazone			Sulfamehizole_IS	3301541.126
Batch 5	Plate 5	B10	12	total	no bug	Yes	Montelukast	30	2	Rosiglitazone			Sulfamehizole_IS	3240895.677
Batch 5	Plate 5	B11	12	total	no bug	Yes	Montelukast	40	1	Rosiglitazone			Sulfamehizole_IS	3303698.597
Batch 5	Plate 5	B12	12	total	no bug	Yes	Montelukast	40	2	Rosiglitazone			Sulfamehizole_IS	3370630.993
Batch 5	Plate 5	C01	12	total	no bug	Yes	Montelukast	50	1	Rosiglitazone			Sulfamehizole_IS	3279671.418
Batch 5	Plate 5	C02	12	total	no bug	Yes	Montelukast	50	2	Rosiglitazone			Sulfamehizole_IS	3331820.721
Batch 5	Plate 5	C03	17	total	B. uniformis HM-715	Yes	Montelukast	50	1	Rosiglitazone			Sulfamehizole_IS	3243727.708
Batch 5	Plate 5	C04	17	total	B. uniformis HM-715	Yes	Montelukast	50	2	Rosiglitazone			Sulfamehizole_IS	3191865.723
Batch 5	Plate 5	C05	17	total	B. uniformis HM-715	Yes	Montelukast	50	3	Rosiglitazone			Sulfamehizole_IS	3204125.548
Batch 5	Plate 5	C06	17	total	B. uniformis HM-715	Yes	Montelukast	50	4	Rosiglitazone			Sulfamehizole_IS	3224839.307
Batch 5	Plate 5	C07	12	supernatant	no bug	Yes	Montelukast	30	1	Rosiglitazone			Sulfamehizole_IS	3376640.563
Batch 5	Plate 5	C08	12	supernatant	no bug	Yes	Montelukast	30	2	Rosiglitazone			Sulfamehizole_IS	3292040.63
Batch 5	Plate 5	C09	12	supernatant	no bug	Yes	Montelukast	40	1	Rosiglitazone			Sulfamehizole_IS	3320989.316
Batch 5	Plate 5	C10	12	supernatant	no bug	Yes	Montelukast	40	2	Rosiglitazone			Sulfamehizole_IS	
Batch 5	Plate 5	C11	12	supernatant	no bug	Yes	Montelukast	50	1	Rosiglitazone			Sulfamehizole_IS	3237237.16
Batch 5	Plate 5	C12	12	supernatant	no bug	Yes	Montelukast	50	2	Rosiglitazone			Sulfamehizole_IS	3360675.184
Batch 5	Plate 5	D01	17	supernatant	B. uniformis HM-715	Yes	Montelukast	50	1	Rosiglitazone			Sulfamehizole_IS	3243519.796
Batch 5	Plate 5	D02	17	supernatant	B. uniformis HM-715	Yes	Montelukast	50	2	Rosiglitazone			Sulfamehizole_IS	3140342.138
Batch 5	Plate 5	D03	17	supernatant	B. uniformis HM-715	Yes	Montelukast	50	3	Rosiglitazone			Sulfamehizole_IS	3151657.276
Batch 5	Plate 5	D04	17	supernatant	B. uniformis HM-715	Yes	Montelukast	50	4	Rosiglitazone			Sulfamehizole_IS	
Batch 5	Plate 5	D05	12	total	no bug	Yes	Montelukast	50	3	Rosiglitazone			Sulfamehizole_IS	3252547.679
Batch 5	Plate 5	D06	13	total	B. longum subsp. infantis	Yes	Montelukast	50	1	Rosiglitazone			Sulfamehizole_IS	3263106.594
Batch 5	Plate 5	D07	13	total	B. longum subsp. infantis	Yes	Montelukast	50	2	Rosiglitazone			Sulfamehizole_IS	3241605.773
Batch 5	Plate 5	D08	13	total	B. longum subsp. infantis	Yes	Montelukast	50	3	Rosiglitazone			Sulfamehizole_IS	3212268.101
Batch 5	Plate 5	D09	13	total	B. longum subsp. infantis	Yes	Montelukast	50	4	Rosiglitazone			Sulfamehizole_IS	3235627.357
Batch 5	Plate 5	D10	12	total	no bug	Yes	Montelukast	50	4	Rosiglitazone			Sulfamehizole_IS	3203712.355
Batch 5	Plate 5	D11	12	supernatant	no bug	Yes	Montelukast	50	3	Rosiglitazone			Sulfamehizole_IS	3201245.878
Batch 5	Plate 5	D12	13	supernatant	B. longum subsp. infantis	Yes	Montelukast	50	1	Rosiglitazone			Sulfamehizole_IS	3154613.738
Batch 5	Plate 5	E01	13	supernatant	B. longum subsp. infantis	Yes	Montelukast	50	2	Rosiglitazone			Sulfamehizole_IS	3188529.723
Batch 5	Plate 5	E02	13	supernatant	B. longum subsp. infantis	Yes	Montelukast	50	3	Rosiglitazone			Sulfamehizole_IS	3147109.435
Batch 5	Plate 5	E03	13	supernatant	B. longum subsp. infantis	Yes	Montelukast	50	4	Rosiglitazone			Sulfamehizole_IS	3026482.672
Batch 5	Plate 5	E04	12	supernatant	no bug	Yes	Montelukast	50	4	Rosiglitazone			Sulfamehizole_IS	3163648.449
Batch 5	Plate 5	E05	18	total	no bug	Yes	Roflumilast	30	1	Rosiglitazone			Sulfamehizole_IS	3125544.266
Batch 5	Plate 5	E06	18	total	no bug	Yes	Roflumilast	30	2	Rosiglitazone			Sulfamehizole_IS	3121410.717
Batch 5	Plate 5	E07	18	total	no bug	Yes	Roflumilast	40	1	Rosiglitazone			Sulfamehizole_IS	3073630.789
Batch 5	Plate 5	E08	18	total	no bug	Yes	Roflumilast	40	2	Rosiglitazone			Sulfamehizole_IS	3223527.106
Batch 5	Plate 5	E09	18	total	no bug	Yes	Roflumilast	50	1	Rosiglitazone			Sulfamehizole_IS	3109372.214
Batch 5	Plate 5	E10	18	total	no bug	Yes	Roflumilast	50	2	Rosiglitazone			Sulfamehizole_IS	2938502.318
Batch 5	Plate 5	E11	19	total	L. lactis	Yes	Roflumilast	50	1	Rosiglitazone			Sulfamehizole_IS	3157067.38
Batch 5	Plate 5	E12	19	total	L. lactis	Yes	Roflumilast	50	2	Rosiglitazone			Sulfamehizole_IS	3140509.215
Batch 5	Plate 5	F01	19	total	L. lactis	Yes	Roflumilast	50	3	Rosiglitazone			Sulfamehizole_IS	2994043.517
Batch 5	Plate 5	F02	19	total	L. lactis	Yes	Roflumilast	50	4	Rosiglitazone			Sulfamehizole_IS	2793669.367
Batch 5	Plate 5	F03	18	supernatant	no bug	Yes	Roflumilast	30	1	Rosiglitazone			Sulfamehizole_IS	2964029.728
Batch 5	Plate 5	F04	18	supernatant	no bug	Yes	Roflumilast	30	2	Rosiglitazone			Sulfamehizole_IS	2935973.143
Batch 5	Plate 5	F05	18	supernatant	no bug	Yes	Roflumilast	40	1	Rosiglitazone			Sulfamehizole_IS	3036406.489
Batch 5	Plate 5	F06	18	supernatant	no bug	Yes	Roflumilast	40	2	Rosiglitazone			Sulfamehizole_IS	3207785.689
Batch 5	Plate 5	F07	18	supernatant	no bug	Yes	Roflumilast	50	1	Rosiglitazone			Sulfamehizole_IS	3097130.825
Batch 5	Plate 5	F08	18	supernatant	no bug	Yes	Roflumilast	50	2	Rosiglitazone			Sulfamehizole_IS	3074983.85
Batch 5	Plate 5	F09	19	supernatant	L. lactis	Yes	Roflumilast	50	1	Rosiglitazone			Sulfamehizole_IS	3181071.643
Batch 5	Plate 5	F10	19	supernatant	L. lactis	Yes	Roflumilast	50	2	Rosiglitazone			Sulfamehizole_IS	3196274.588
Batch 5	Plate 5	F11	19	supernatant	L. lactis	Yes	Roflumilast	50	3	Rosiglitazone			Sulfamehizole_IS	3130254.435
Batch 5	Plate 5	F12	19	supernatant	L. lactis	Yes	Roflumilast	50	4	Rosiglitazone			Sulfamehizole_IS	3204138.111
Batch 5	Plate 5	G01	20	total	no bug	Yes	Rosiglitazone	30	1	Rosiglitazone	4122581	1.3995731762856114	Sulfamehizole_IS	2945598.751
Batch 5	Plate 5	G02	20	total	no bug	Yes	Rosiglitazone	30	2	Rosiglitazone	4316987	1.4442065482698603	Sulfamehizole_IS	2989175.617
Batch 5	Plate 5	G03	20	total	no bug	Yes	Rosiglitazone	40	1	Rosiglitazone	5441645	1.9236252019501214	Sulfamehizole_IS	2828848.881
Batch 5	Plate 5	G04	20	total	no bug	Yes	Rosiglitazone	40	2	Rosiglitazone	5688948	1.9638457552227413	Sulfamehizole_IS	2896840.541
Batch 5	Plate 5	G05	20	total	no bug	Yes	Rosiglitazone	50	1	Rosiglitazone	8396868	2.894616917810364	Sulfamehizole_IS	2900856.396
Batch 5	Plate 5	G06	20	total	no bug	Yes	Rosiglitazone	50	2	Rosiglitazone	8537038	2.7653481119814924	Sulfamehizole_IS	3087147.677
Batch 5	Plate 5	G07	23	total	L. paracasei	Yes	Rosiglitazone	50	1	Rosiglitazone	9656248	3.1553673938167086	Sulfamehizole_IS	3060261.071
Batch 5	Plate 5	G08	23	total	L. paracasei	Yes	Rosiglitazone	50	2	Rosiglitazone	9616031	3.1733364244487308	Sulfamehizole_IS	3030258.918
Batch 5	Plate 5	G09	23	total	L. paracasei	Yes	Rosiglitazone	50	3	Rosiglitazone	9690343	3.1344644577929732	Sulfamehizole_IS	3091546.62
Batch 5	Plate 5	G10	23	total	L. paracasei	Yes	Rosiglitazone	50	4	Rosiglitazone	9607256	3.131613872854635	Sulfamehizole_IS	3067829.046
Batch 5	Plate 5	G11	20	supernatant	no bug	Yes	Rosiglitazone	30	1	Rosiglitazone	4439310	1.487460878791449	Sulfamehizole_IS	2984488.576
Batch 5	Plate 5	G12	20	supernatant	no bug	Yes	Rosiglitazone	30	2	Rosiglitazone	4742001	1.4521379376324706	Sulfamehizole_IS	3265530.689
Batch 5	Plate 5	H01	20	supernatant	no bug	Yes	Rosiglitazone	40	1	Rosiglitazone	5543814	1.8837721262265614	Sulfamehizole_IS	2942932.387
Batch 5	Plate 5	H02	20	supernatant	no bug	Yes	Rosiglitazone	40	2	Rosiglitazone	5661726	1.9417400769963469	Sulfamehizole_IS	2915800.146
Batch 5	Plate 5	H03	20	supernatant	no bug	Yes	Rosiglitazone	50	1	Rosiglitazone	7825934	2.9351573121273438	Sulfamehizole_IS	2666274.127
Batch 5	Plate 5	H04	20	supernatant	no bug	Yes	Rosiglitazone	50	2	Rosiglitazone	8132075	2.850065418509225	Sulfamehizole_IS	2853294.155
Batch 5	Plate 5	H05	23	supernatant	L. paracasei	Yes	Rosiglitazone	50	1	Rosiglitazone	8373610	2.9631514198769917	Sulfamehizole_IS	2825913.635
