organism	preparation	original_protein_id	hit	rossman_hit	rossman_family
E. coli IAI1	lysate	P36837	No	No	NA
E. coli IAI1	lysate	P36879	No	Yes	3.40.50.300
E. coli IAI1	lysate	P36929	No	Yes	3.40.50.150
E. coli IAI1	lysate	P36930	No	No	NA
E. coli IAI1	lysate	P36938	No	No	NA
E. coli IAI1	lysate	P37005	No	No	NA
E. coli IAI1	lysate	P37019	No	No	NA
E. coli IAI1	lysate	P37024	Yes	Yes	3.40.50.300
E. coli IAI1	lysate	P37051	No	Yes	3.40.50.170
E. coli IAI1	lysate	P37095	Yes	No	NA
E. coli IAI1	lysate	P37127	No	Yes	3.40.50.720
E. coli IAI1	lysate	P37128	No	No	NA
E. coli IAI1	lysate	P37147	Yes	No	NA
E. coli IAI1	lysate	P37177	No	No	NA
E. coli IAI1	lysate	P37180	No	No	NA
E. coli IAI1	lysate	P37182	Yes	Yes	3.40.50.1450
E. coli IAI1	lysate	P37194	No	No	NA
E. coli IAI1	lysate	P37197	No	No	NA
E. coli IAI1	lysate	P37325	No	No	NA
E. coli IAI1	lysate	P37329	No	No	NA
E. coli IAI1	lysate	P37330	No	No	NA
E. coli IAI1	lysate	P37342	No	No	NA
E. coli IAI1	lysate	P37344	Yes	Yes	3.40.50.300
E. coli IAI1	lysate	P37349	No	Yes	3.40.50.510
E. coli IAI1	lysate	P37353	No	Yes	3.40.50.980
E. coli IAI1	lysate	P37355	No	Yes	3.40.50.1820
E. coli IAI1	lysate	P37387	No	Yes	3.40.50.2300
E. coli IAI1	lysate	P37440	No	Yes	3.40.50.720
E. coli IAI1	lysate	P37590	No	No	NA
E. coli IAI1	lysate	P37595	No	No	NA
E. coli IAI1	lysate	P37613	No	No	NA
E. coli IAI1	lysate	P37615	No	No	NA
E. coli IAI1	lysate	P37617	No	Yes	3.40.50.1000
E. coli IAI1	lysate	P37624	Yes	Yes	3.40.50.300
E. coli IAI1	lysate	P37626	No	No	NA
E. coli IAI1	lysate	P37630	No	No	NA
E. coli IAI1	lysate	P37631	No	No	NA
E. coli IAI1	lysate	P37634	No	Yes	3.40.50.150
E. coli IAI1	lysate	P37636	No	No	NA
E. coli IAI1	lysate	P37637	Yes	No	NA
E. coli IAI1	lysate	P37642	No	No	NA
E. coli IAI1	lysate	P37647	No	No	NA
E. coli IAI1	lysate	P37648	No	No	NA
E. coli IAI1	lysate	P37649	No	No	NA
E. coli IAI1	lysate	P37650	No	No	NA
E. coli IAI1	lysate	P37651	No	No	NA
E. coli IAI1	lysate	P37652	No	No	NA
E. coli IAI1	lysate	P37655	No	No	NA
E. coli IAI1	lysate	P37657	Yes	No	NA
E. coli IAI1	lysate	P37659	No	No	NA
E. coli IAI1	lysate	P37661	No	No	NA
E. coli IAI1	lysate	P37665	No	No	NA
E. coli IAI1	lysate	P37666	No	Yes	3.40.50.720
E. coli IAI1	lysate	P37676	Yes	No	NA
E. coli IAI1	lysate	P37682	No	No	NA
E. coli IAI1	lysate	P37685	No	No	NA
E. coli IAI1	lysate	P37686	No	Yes	3.40.50.1970
E. coli IAI1	lysate	P37689	No	No	NA
E. coli IAI1	lysate	P37690	No	No	NA
E. coli IAI1	lysate	P37692	No	Yes	3.40.50.2000
E. coli IAI1	lysate	P37757	No	No	NA
E. coli IAI1	lysate	P37765	No	No	NA
E. coli IAI1	lysate	P37767	No	Yes	3.40.50.10490
E. coli IAI1	lysate	P37773	Yes	Yes	3.40.50.720
E. coli IAI1	lysate	P37774	No	Yes	3.40.50.300
E. coli IAI1	lysate	P37902	No	No	NA
E. coli IAI1	lysate	P37903	No	Yes	3.40.50.620
E. coli IAI1	lysate	P37908	No	No	NA
E. coli IAI1	lysate	P38051	No	No	NA
E. coli IAI1	lysate	P38104	No	No	NA
E. coli IAI1	lysate	P38134	No	Yes	3.40.50.300
E. coli IAI1	lysate	P38489	No	No	NA
E. coli IAI1	lysate	P38521	Yes	No	NA
E. coli IAI1	lysate	P38684	No	Yes	3.40.50.2300
E. coli IAI1	lysate	P39099	No	No	NA
E. coli IAI1	lysate	P39160	No	Yes	3.40.50.720
E. coli IAI1	lysate	P39161	No	No	NA
E. coli IAI1	lysate	P39172	No	Yes	3.40.50.1980
E. coli IAI1	lysate	P39173	No	No	NA
E. coli IAI1	lysate	P39176	No	No	NA
E. coli IAI1	lysate	P39177	No	Yes	3.40.50.620
E. coli IAI1	lysate	P39187	No	No	NA
E. coli IAI1	lysate	P39196	No	No	NA
E. coli IAI1	lysate	P39199	No	Yes	3.40.50.150
E. coli IAI1	lysate	P39285	No	No	NA
E. coli IAI1	lysate	P39286	No	Yes	3.40.50.300
E. coli IAI1	lysate	P39297	No	No	NA
E. coli IAI1	lysate	P39298	No	Yes	3.40.50.1820
E. coli IAI1	lysate	P39304	No	No	NA
E. coli IAI1	lysate	P39310	Yes	No	NA
E. coli IAI1	lysate	P39315	No	Yes	3.40.50.720
E. coli IAI1	lysate	P39321	No	No	NA
E. coli IAI1	lysate	P39325	No	Yes	3.40.50.2300
E. coli IAI1	lysate	P39342	Yes	Yes	3.40.50.300
E. coli IAI1	lysate	P39371	No	No	NA
E. coli IAI1	lysate	P39376	No	No	NA
E. coli IAI1	lysate	P39377	No	No	NA
E. coli IAI1	lysate	P39379	No	No	NA
E. coli IAI1	lysate	P39383	No	No	NA
E. coli IAI1	lysate	P39384	Yes	No	NA
E. coli IAI1	lysate	P39396	No	No	NA
E. coli IAI1	lysate	P39399	No	No	NA
E. coli IAI1	lysate	P39406	No	Yes	3.40.50.150
E. coli IAI1	lysate	P39407	Yes	No	NA
E. coli IAI1	lysate	P39408	No	No	NA
E. coli IAI1	lysate	P39829	No	No	NA
E. coli IAI1	lysate	P39830	No	Yes	3.40.50.720
E. coli IAI1	lysate	P39831	No	Yes	3.40.50.720
E. coli IAI1	lysate	P39838	Yes	No	NA
E. coli IAI1	lysate	P40120	No	No	NA
E. coli IAI1	lysate	P40191	Yes	No	NA
E. coli IAI1	lysate	P40710	No	No	NA
E. coli IAI1	lysate	P40719	Yes	No	NA
E. coli IAI1	lysate	P40874	No	No	NA
E. coli IAI1	lysate	P41052	No	No	NA
E. coli IAI1	lysate	P41407	No	Yes	3.40.50.360
E. coli IAI1	lysate	P41409	No	No	NA
E. coli IAI1	lysate	P42596	No	Yes	3.40.50.150
E. coli IAI1	lysate	P42599	No	Yes	3.40.50.720
E. coli IAI1	lysate	P42604	No	No	NA
E. coli IAI1	lysate	P42616	Yes	No	NA
E. coli IAI1	lysate	P42620	No	No	NA
E. coli IAI1	lysate	P42626	No	No	NA
E. coli IAI1	lysate	P42628	No	No	NA
E. coli IAI1	lysate	P42630	No	No	NA
E. coli IAI1	lysate	P42632	No	No	NA
E. coli IAI1	lysate	P42641	Yes	Yes	3.40.50.300
E. coli IAI1	lysate	P43329	No	Yes	3.40.50.300
E. coli IAI1	lysate	P43341	No	No	NA
E. coli IAI1	lysate	P43671	No	No	NA
E. coli IAI1	lysate	P43672	No	Yes	3.40.50.300
E. coli IAI1	lysate	P45395	Yes	Yes	3.40.50.10490
E. coli IAI1	lysate	P45425	No	No	NA
E. coli IAI1	lysate	P45464	No	Yes	3.40.50.2300
E. coli IAI1	lysate	P45475	No	No	NA
E. coli IAI1	lysate	P45523	No	No	NA
E. coli IAI1	lysate	P45527	No	No	NA
E. coli IAI1	lysate	P45531	No	No	NA
E. coli IAI1	lysate	P45537	Yes	No	NA
E. coli IAI1	lysate	P45544	No	No	NA
E. coli IAI1	lysate	P45568	No	Yes	3.40.50.720
E. coli IAI1	lysate	P45577	No	No	NA
E. coli IAI1	lysate	P45578	No	No	NA
E. coli IAI1	lysate	P45748	Yes	No	NA
E. coli IAI1	lysate	P45771	Yes	No	NA
E. coli IAI1	lysate	P45799	Yes	No	NA
E. coli IAI1	lysate	P45800	No	No	NA
E. coli IAI1	lysate	P45807	No	No	NA
E. coli IAI1	lysate	P45955	Yes	No	NA
E. coli IAI1	lysate	P46022	No	No	NA
E. coli IAI1	lysate	P46118	No	Yes	3.40.50.10490
E. coli IAI1	lysate	P46122	No	No	NA
E. coli IAI1	lysate	P46125	Yes	No	NA
E. coli IAI1	lysate	P46130	No	No	NA
E. coli IAI1	lysate	P46474	Yes	No	NA
E. coli IAI1	lysate	P46837	No	No	NA
E. coli IAI1	lysate	P46852	No	No	NA
E. coli IAI1	lysate	P46853	Yes	Yes	3.40.50.720
E. coli IAI1	lysate	P46854	No	No	NA
E. coli IAI1	lysate	P46887	No	No	NA
E. coli IAI1	lysate	P46888	Yes	Yes	3.40.50.620
E. coli IAI1	lysate	P46889	No	Yes	3.40.50.300
E. coli IAI1	lysate	P50456	No	No	NA
E. coli IAI1	lysate	P50457	Yes	No	NA
E. coli IAI1	lysate	P50465	No	No	NA
E. coli IAI1	lysate	P51024	Yes	No	NA
E. coli IAI1	lysate	P51025	Yes	Yes	3.40.50.1820
E. coli IAI1	lysate	P51981	No	No	NA
E. coli IAI1	lysate	P52006	No	No	NA
E. coli IAI1	lysate	P52007	No	No	NA
E. coli IAI1	lysate	P52060	No	No	NA
E. coli IAI1	lysate	P52061	No	No	NA
E. coli IAI1	lysate	P52076	No	Yes	3.40.50.2300
E. coli IAI1	lysate	P52095	No	No	NA
E. coli IAI1	lysate	P52096	No	No	NA
E. coli IAI1	lysate	P52097	No	Yes	3.40.50.620
E. coli IAI1	lysate	P52101	No	No	NA
E. coli IAI1	lysate	P52108	No	Yes	3.40.50.2300
E. coli IAI1	lysate	P52119	No	No	NA
E. coli IAI1	lysate	P52612	No	Yes	3.40.50.300
E. coli IAI1	lysate	P52643	No	Yes	3.40.50.720
E. coli IAI1	lysate	P52644	No	No	NA
E. coli IAI1	lysate	P52645	Yes	No	NA
E. coli IAI1	lysate	P52647	No	Yes	3.40.50.970
E. coli IAI1	lysate	P52697	No	No	NA
E. coli IAI1	lysate	P55135	No	Yes	3.40.50.150
E. coli IAI1	lysate	P55734	No	No	NA
E. coli IAI1	lysate	P56256	No	No	NA
E. coli IAI1	lysate	P56258	No	Yes	3.40.50.2000
E. coli IAI1	lysate	P56262	No	Yes	3.40.50.1820
E. coli IAI1	lysate	P56580	No	No	NA
E. coli IAI1	lysate	P60061	No	No	NA
E. coli IAI1	lysate	P60240	No	Yes	3.40.50.300
E. coli IAI1	lysate	P60293	No	No	NA
E. coli IAI1	lysate	P60340	No	No	NA
E. coli IAI1	lysate	P60390	No	Yes	3.40.50.150
E. coli IAI1	lysate	P60422	No	No	NA
E. coli IAI1	lysate	P60438	No	No	NA
E. coli IAI1	lysate	P60472	No	No	NA
E. coli IAI1	lysate	P60546	No	Yes	3.40.50.300
E. coli IAI1	lysate	P60560	No	No	NA
E. coli IAI1	lysate	P60566	Yes	Yes	3.40.50.620
E. coli IAI1	lysate	P60584	No	No	NA
E. coli IAI1	lysate	P60595	No	Yes	3.40.50.880
E. coli IAI1	lysate	P60624	No	No	NA
E. coli IAI1	lysate	P60651	No	No	NA
E. coli IAI1	lysate	P60664	No	No	NA
E. coli IAI1	lysate	P60716	Yes	No	NA
E. coli IAI1	lysate	P60720	No	No	NA
E. coli IAI1	lysate	P60723	Yes	No	NA
E. coli IAI1	lysate	P60752	No	Yes	3.40.50.300
E. coli IAI1	lysate	P60757	No	No	NA
E. coli IAI1	lysate	P60778	Yes	No	NA
E. coli IAI1	lysate	P60785	No	Yes	3.40.50.300
E. coli IAI1	lysate	P60869	No	No	NA
E. coli IAI1	lysate	P60872	No	No	NA
E. coli IAI1	lysate	P60906	No	Yes	3.40.50.800
E. coli IAI1	lysate	P61175	No	No	NA
E. coli IAI1	lysate	P61316	No	No	NA
E. coli IAI1	lysate	P61320	No	No	NA
E. coli IAI1	lysate	P61517	No	No	NA
E. coli IAI1	lysate	P61714	No	Yes	3.40.50.960
E. coli IAI1	lysate	P61887	No	No	NA
E. coli IAI1	lysate	P61889	No	Yes	3.40.50.720
E. coli IAI1	lysate	P61949	Yes	No	NA
E. coli IAI1	lysate	P62399	No	No	NA
E. coli IAI1	lysate	P62517	No	No	NA
E. coli IAI1	lysate	P62615	No	No	NA
E. coli IAI1	lysate	P62617	No	No	NA
E. coli IAI1	lysate	P62620	No	No	NA
E. coli IAI1	lysate	P62623	No	No	NA
E. coli IAI1	lysate	P62707	No	Yes	3.40.50.1240
E. coli IAI1	lysate	P62723	No	No	NA
E. coli IAI1	lysate	P62768	No	No	NA
E. coli IAI1	lysate	P63020	Yes	No	NA
E. coli IAI1	lysate	P63177	No	No	NA
E. coli IAI1	lysate	P63183	No	No	NA
E. coli IAI1	lysate	P63224	No	Yes	3.40.50.10490
E. coli IAI1	lysate	P63228	Yes	Yes	3.40.50.1000
E. coli IAI1	lysate	P63235	No	No	NA
E. coli IAI1	lysate	P63284	No	Yes	3.40.50.300
E. coli IAI1	lysate	P63386	No	Yes	3.40.50.300
E. coli IAI1	lysate	P63389	No	Yes	3.40.50.300
E. coli IAI1	lysate	P63417	Yes	No	NA
E. coli IAI1	lysate	P64423	No	No	NA
E. coli IAI1	lysate	P64429	No	No	NA
E. coli IAI1	lysate	P64448	Yes	No	NA
E. coli IAI1	lysate	P64451	Yes	No	NA
E. coli IAI1	lysate	P64455	No	No	NA
E. coli IAI1	lysate	P64461	No	No	NA
E. coli IAI1	lysate	P64463	Yes	No	NA
E. coli IAI1	lysate	P64467	Yes	No	NA
E. coli IAI1	lysate	P64476	Yes	No	NA
E. coli IAI1	lysate	P64483	Yes	No	NA
E. coli IAI1	lysate	P64490	Yes	No	NA
E. coli IAI1	lysate	P64493	No	No	NA
E. coli IAI1	lysate	P64499	Yes	No	NA
E. coli IAI1	lysate	P64534	Yes	No	NA
E. coli IAI1	lysate	P64536	No	No	NA
E. coli IAI1	lysate	P64540	Yes	No	NA
E. coli IAI1	lysate	P64557	No	No	NA
E. coli IAI1	lysate	P64559	No	No	NA
E. coli IAI1	lysate	P64564	Yes	No	NA
E. coli IAI1	lysate	P64581	Yes	No	NA
E. coli IAI1	lysate	P64585	No	No	NA
E. coli IAI1	lysate	P64588	Yes	No	NA
E. coli IAI1	lysate	P64590	No	No	NA
E. coli IAI1	lysate	P64594	No	No	NA
E. coli IAI1	lysate	P64596	No	No	NA
E. coli IAI1	lysate	P64599	No	No	NA
E. coli IAI1	lysate	P64602	No	No	NA
E. coli IAI1	lysate	P64604	Yes	No	NA
E. coli IAI1	lysate	P64624	No	No	NA
E. coli IAI1	lysate	P64638	No	No	NA
E. coli IAI1	lysate	P65292	Yes	No	NA
E. coli IAI1	lysate	P65367	No	Yes	3.40.50.360
E. coli IAI1	lysate	P65556	No	No	NA
E. coli IAI1	lysate	P65807	No	No	NA
E. coli IAI1	lysate	P65870	No	No	NA
E. coli IAI1	lysate	P66817	No	Yes	3.40.50.10490
E. coli IAI1	lysate	P66948	No	No	NA
E. coli IAI1	lysate	P67080	No	No	NA
E. coli IAI1	lysate	P67087	No	No	NA
E. coli IAI1	lysate	P67095	No	No	NA
E. coli IAI1	lysate	P67244	Yes	No	NA
E. coli IAI1	lysate	P67430	No	No	NA
E. coli IAI1	lysate	P67603	No	No	NA
E. coli IAI1	lysate	P67660	No	No	NA
E. coli IAI1	lysate	P67826	No	No	NA
E. coli IAI1	lysate	P67910	No	Yes	3.40.50.720
E. coli IAI1	lysate	P68066	No	No	NA
E. coli IAI1	lysate	P68183	No	No	NA
E. coli IAI1	lysate	P68187	No	Yes	3.40.50.300
E. coli IAI1	lysate	P68191	Yes	No	NA
E. coli IAI1	lysate	P68206	No	No	NA
E. coli IAI1	lysate	P68644	No	No	NA
E. coli IAI1	lysate	P68646	Yes	No	NA
E. coli IAI1	lysate	P68679	No	No	NA
E. coli IAI1	lysate	P68688	Yes	No	NA
E. coli IAI1	lysate	P68699	No	No	NA
E. coli IAI1	lysate	P68739	No	No	NA
E. coli IAI1	lysate	P68767	Yes	No	NA
E. coli IAI1	lysate	P68919	No	No	NA
E. coli IAI1	lysate	P69222	No	No	NA
E. coli IAI1	lysate	P69228	No	Yes	3.40.50.2300
E. coli IAI1	lysate	P69330	Yes	No	NA
E. coli IAI1	lysate	P69346	Yes	No	NA
E. coli IAI1	lysate	P69348	No	No	NA
E. coli IAI1	lysate	P69380	Yes	No	NA
E. coli IAI1	lysate	P69411	No	No	NA
E. coli IAI1	lysate	P69425	Yes	No	NA
E. coli IAI1	lysate	P69428	Yes	No	NA
E. coli IAI1	lysate	P69441	No	Yes	3.40.50.300
E. coli IAI1	lysate	P69451	Yes	Yes	3.40.50.980
E. coli IAI1	lysate	P69488	No	No	NA
E. coli IAI1	lysate	P69490	No	No	NA
E. coli IAI1	lysate	P69503	No	Yes	3.40.50.2020
E. coli IAI1	lysate	P69506	Yes	No	NA
E. coli IAI1	lysate	P69739	Yes	Yes	3.40.50.700
E. coli IAI1	lysate	P69741	No	Yes	3.40.50.700
E. coli IAI1	lysate	P69776	No	No	NA
E. coli IAI1	lysate	P69783	No	No	NA
E. coli IAI1	lysate	P69786	No	No	NA
E. coli IAI1	lysate	P69795	No	Yes	3.40.50.2300
E. coli IAI1	lysate	P69797	No	Yes	3.40.50.510
E. coli IAI1	lysate	P69801	No	No	NA
E. coli IAI1	lysate	P69805	No	No	NA
E. coli IAI1	lysate	P69811	No	No	NA
E. coli IAI1	lysate	P69816	No	Yes	3.40.50.2300
E. coli IAI1	lysate	P69822	No	Yes	3.40.50.2300
E. coli IAI1	lysate	P69829	No	No	NA
E. coli IAI1	lysate	P69853	No	No	NA
E. coli IAI1	lysate	P69874	Yes	Yes	3.40.50.300
E. coli IAI1	lysate	P69908	Yes	No	NA
E. coli IAI1	lysate	P69910	Yes	No	NA
E. coli IAI1	lysate	P69913	No	No	NA
E. coli IAI1	lysate	P69922	No	Yes	3.40.50.1070
E. coli IAI1	lysate	P69924	No	No	NA
E. coli IAI1	lysate	P69931	No	Yes	3.40.50.300
E. coli IAI1	lysate	P75672	No	Yes	3.40.50.150
E. coli IAI1	lysate	P75691	Yes	Yes	3.40.50.720
E. coli IAI1	lysate	P75694	Yes	No	NA
E. coli IAI1	lysate	P75713	No	No	NA
E. coli IAI1	lysate	P75726	No	No	NA
E. coli IAI1	lysate	P75728	No	No	NA
E. coli IAI1	lysate	P75736	No	Yes	3.40.50.1820
E. coli IAI1	lysate	P75745	No	No	NA
E. coli IAI1	lysate	P75746	No	No	NA
E. coli IAI1	lysate	P75767	No	Yes	3.40.50.10680
E. coli IAI1	lysate	P75777	No	No	NA
E. coli IAI1	lysate	P75782	No	Yes	3.40.50.150
E. coli IAI1	lysate	P75792	No	Yes	3.40.50.1000
E. coli IAI1	lysate	P75793	No	No	NA
E. coli IAI1	lysate	P75796	No	Yes	3.40.50.300
E. coli IAI1	lysate	P75797	No	No	NA
E. coli IAI1	lysate	P75799	No	No	NA
E. coli IAI1	lysate	P75800	No	No	NA
E. coli IAI1	lysate	P75801	No	No	NA
E. coli IAI1	lysate	P75809	No	Yes	3.40.50.1000
E. coli IAI1	lysate	P75817	No	Yes	3.40.50.150
E. coli IAI1	lysate	P75818	Yes	No	NA
E. coli IAI1	lysate	P75820	No	No	NA
E. coli IAI1	lysate	P75821	No	Yes	3.40.50.720
E. coli IAI1	lysate	P75822	No	Yes	3.40.50.720
E. coli IAI1	lysate	P75823	Yes	No	NA
E. coli IAI1	lysate	P75824	No	Yes	3.40.50.80
E. coli IAI1	lysate	P75825	No	Yes	3.40.50.2030
E. coli IAI1	lysate	P75828	No	Yes	3.40.50.300
E. coli IAI1	lysate	P75830	No	No	NA
E. coli IAI1	lysate	P75831	No	Yes	3.40.50.300
E. coli IAI1	lysate	P75838	No	No	NA
E. coli IAI1	lysate	P75849	No	No	NA
E. coli IAI1	lysate	P75863	No	No	NA
E. coli IAI1	lysate	P75864	No	Yes	3.40.50.150
E. coli IAI1	lysate	P75867	No	No	NA
E. coli IAI1	lysate	P75870	No	No	NA
E. coli IAI1	lysate	P75874	No	Yes	3.40.50.720
E. coli IAI1	lysate	P75876	No	Yes	3.40.50.150
E. coli IAI1	lysate	P75882	Yes	No	NA
E. coli IAI1	lysate	P75883	Yes	No	NA
E. coli IAI1	lysate	P75884	No	No	NA
E. coli IAI1	lysate	P75913	No	Yes	3.40.50.720
E. coli IAI1	lysate	P75914	No	No	NA
E. coli IAI1	lysate	P75915	No	No	NA
E. coli IAI1	lysate	P75931	No	Yes	3.40.50.720
E. coli IAI1	lysate	P75948	No	No	NA
E. coli IAI1	lysate	P75949	No	No	NA
E. coli IAI1	lysate	P75952	No	No	NA
E. coli IAI1	lysate	P75957	No	Yes	3.40.50.300
E. coli IAI1	lysate	P75958	No	No	NA
E. coli IAI1	lysate	P75959	No	No	NA
E. coli IAI1	lysate	P75960	Yes	Yes	3.40.50.1220
E. coli IAI1	lysate	P75966	No	No	NA
E. coli IAI1	lysate	P75989	No	No	NA
E. coli IAI1	lysate	P76002	No	No	NA
E. coli IAI1	lysate	P76004	No	No	NA
E. coli IAI1	lysate	P76007	No	No	NA
E. coli IAI1	lysate	P76008	No	Yes	3.40.50.10740
E. coli IAI1	lysate	P76014	Yes	No	NA
E. coli IAI1	lysate	P76015	No	Yes	3.40.50.10440
E. coli IAI1	lysate	P76027	Yes	Yes	3.40.50.300
E. coli IAI1	lysate	P76034	No	Yes	3.40.50.1360
E. coli IAI1	lysate	P76046	No	Yes	3.40.50.300
E. coli IAI1	lysate	P76055	No	Yes	3.40.50.620
E. coli IAI1	lysate	P76076	No	No	NA
E. coli IAI1	lysate	P76113	No	Yes	3.40.50.720
E. coli IAI1	lysate	P76116	No	No	NA
E. coli IAI1	lysate	P76143	No	No	NA
E. coli IAI1	lysate	P76149	No	No	NA
E. coli IAI1	lysate	P76170	Yes	No	NA
E. coli IAI1	lysate	P76176	No	No	NA
E. coli IAI1	lysate	P76177	No	No	NA
E. coli IAI1	lysate	P76180	No	No	NA
E. coli IAI1	lysate	P76187	No	No	NA
E. coli IAI1	lysate	P76192	No	No	NA
E. coli IAI1	lysate	P76193	Yes	No	NA
E. coli IAI1	lysate	P76204	No	No	NA
E. coli IAI1	lysate	P76208	No	No	NA
E. coli IAI1	lysate	P76220	No	No	NA
E. coli IAI1	lysate	P76222	No	No	NA
E. coli IAI1	lysate	P76223	No	No	NA
E. coli IAI1	lysate	P76231	Yes	No	NA
E. coli IAI1	lysate	P76234	No	No	NA
E. coli IAI1	lysate	P76243	No	No	NA
E. coli IAI1	lysate	P76245	No	No	NA
E. coli IAI1	lysate	P76256	No	No	NA
E. coli IAI1	lysate	P76268	No	No	NA
E. coli IAI1	lysate	P76270	No	No	NA
E. coli IAI1	lysate	P76272	No	No	NA
E. coli IAI1	lysate	P76273	No	Yes	3.40.50.150
E. coli IAI1	lysate	P76290	No	Yes	3.40.50.150
E. coli IAI1	lysate	P76291	No	Yes	3.40.50.150
E. coli IAI1	lysate	P76298	No	No	NA
E. coli IAI1	lysate	P76316	No	Yes	3.40.50.1100
E. coli IAI1	lysate	P76339	No	No	NA
E. coli IAI1	lysate	P76344	No	No	NA
E. coli IAI1	lysate	P76346	No	No	NA
E. coli IAI1	lysate	P76389	No	No	NA
E. coli IAI1	lysate	P76397	No	No	NA
E. coli IAI1	lysate	P76402	No	No	NA
E. coli IAI1	lysate	P76403	No	No	NA
E. coli IAI1	lysate	P76406	Yes	No	NA
E. coli IAI1	lysate	P76418	Yes	No	NA
E. coli IAI1	lysate	P76440	No	Yes	3.40.50.720
E. coli IAI1	lysate	P76445	Yes	No	NA
E. coli IAI1	lysate	P76446	No	No	NA
E. coli IAI1	lysate	P76471	No	No	NA
E. coli IAI1	lysate	P76483	No	No	NA
E. coli IAI1	lysate	P76491	No	No	NA
E. coli IAI1	lysate	P76506	No	No	NA
E. coli IAI1	lysate	P76535	No	Yes	3.40.50.10490
E. coli IAI1	lysate	P76536	No	No	NA
E. coli IAI1	lysate	P76537	No	No	NA
E. coli IAI1	lysate	P76539	Yes	No	NA
E. coli IAI1	lysate	P76541	No	No	NA
E. coli IAI1	lysate	P76555	No	No	NA
E. coli IAI1	lysate	P76558	No	Yes	3.40.50.10750
E. coli IAI1	lysate	P76561	Yes	Yes	3.40.50.1820
E. coli IAI1	lysate	P76569	Yes	No	NA
E. coli IAI1	lysate	P76575	No	No	NA
E. coli IAI1	lysate	P76576	Yes	No	NA
E. coli IAI1	lysate	P76578	No	No	NA
E. coli IAI1	lysate	P76594	No	Yes	3.40.50.261
E. coli IAI1	lysate	P76641	No	No	NA
E. coli IAI1	lysate	P76658	No	Yes	3.40.50.620
E. coli IAI1	lysate	P77150	No	No	NA
E. coli IAI1	lysate	P77173	No	No	NA
E. coli IAI1	lysate	P77181	No	No	NA
E. coli IAI1	lysate	P77182	No	Yes	3.40.50.150
E. coli IAI1	lysate	P77187	No	Yes	3.40.50.261
E. coli IAI1	lysate	P77202	No	No	NA
E. coli IAI1	lysate	P77212	No	Yes	3.40.50.720
E. coli IAI1	lysate	P77247	No	Yes	3.40.50.1000
E. coli IAI1	lysate	P77252	Yes	No	NA
E. coli IAI1	lysate	P77256	No	No	NA
E. coli IAI1	lysate	P77258	No	No	NA
E. coli IAI1	lysate	P77279	No	Yes	3.40.50.300
E. coli IAI1	lysate	P77285	No	No	NA
E. coli IAI1	lysate	P77295	No	No	NA
E. coli IAI1	lysate	P77304	No	No	NA
E. coli IAI1	lysate	P77307	No	No	NA
E. coli IAI1	lysate	P77318	No	No	NA
E. coli IAI1	lysate	P77330	Yes	No	NA
E. coli IAI1	lysate	P77335	Yes	No	NA
E. coli IAI1	lysate	P77338	No	No	NA
E. coli IAI1	lysate	P77348	Yes	No	NA
E. coli IAI1	lysate	P77360	No	Yes	3.40.50.720
E. coli IAI1	lysate	P77374	No	Yes	3.40.50.740
E. coli IAI1	lysate	P77375	Yes	No	NA
E. coli IAI1	lysate	P77376	No	Yes	3.40.50.720
E. coli IAI1	lysate	P77395	No	No	NA
E. coli IAI1	lysate	P77400	No	No	NA
E. coli IAI1	lysate	P77433	No	No	NA
E. coli IAI1	lysate	P77434	No	No	NA
E. coli IAI1	lysate	P77444	Yes	No	NA
E. coli IAI1	lysate	P77445	No	No	NA
E. coli IAI1	lysate	P77454	No	No	NA
E. coli IAI1	lysate	P77473	No	No	NA
E. coli IAI1	lysate	P77475	Yes	Yes	3.40.50.1000
E. coli IAI1	lysate	P77488	Yes	Yes	3.40.50.920
E. coli IAI1	lysate	P77493	No	No	NA
E. coli IAI1	lysate	P77504	No	No	NA
E. coli IAI1	lysate	P77529	No	No	NA
E. coli IAI1	lysate	P77536	No	Yes	3.40.50.10420
E. coli IAI1	lysate	P77539	No	Yes	3.40.50.720
E. coli IAI1	lysate	P77552	No	No	NA
E. coli IAI1	lysate	P77554	Yes	No	NA
E. coli IAI1	lysate	P77562	No	No	NA
E. coli IAI1	lysate	P77569	Yes	No	NA
E. coli IAI1	lysate	P77570	No	No	NA
E. coli IAI1	lysate	P77611	No	No	NA
E. coli IAI1	lysate	P77615	No	Yes	3.40.50.2300
E. coli IAI1	lysate	P77619	No	No	NA
E. coli IAI1	lysate	P77625	No	No	NA
E. coli IAI1	lysate	P77667	Yes	No	NA
E. coli IAI1	lysate	P77671	No	No	NA
E. coli IAI1	lysate	P77695	No	No	NA
E. coli IAI1	lysate	P77704	No	No	NA
E. coli IAI1	lysate	P77717	No	No	NA
E. coli IAI1	lysate	P77718	No	Yes	3.40.50.620
E. coli IAI1	lysate	P77721	No	Yes	3.40.50.1360
E. coli IAI1	lysate	P77726	No	No	NA
E. coli IAI1	lysate	P77735	No	No	NA
E. coli IAI1	lysate	P77737	Yes	Yes	3.40.50.300
E. coli IAI1	lysate	P77739	No	No	NA
E. coli IAI1	lysate	P77748	No	No	NA
E. coli IAI1	lysate	P77754	Yes	No	NA
E. coli IAI1	lysate	P77756	No	Yes	3.40.50.620
