KEGG id,Name,Sum formula,Monoisotopic mass,CAS number,PubChem id,ChEBI id,KNApSAcK id
cpd:C10566,Alchorneine,C12H19N3O,221.1528,28340-21-8,12749,2551,C00002311
cpd:C10567,Alchornine,C11H17N3O,207.1372,25819-91-4,12750,2552,C00002312
cpd:C10568,Anantine,C15H15N3O,253.1215,50656-82-1,12751,2701,C00002313
cpd:C10569,Androcymbine,C21H25NO5,371.1733,2115-98-2,12752,2708,C00002314
cpd:C10570,Annuloline,C20H19NO4,337.1314,3988-51-0,12753,2745,C00002315
cpd:C10571,Aspergillic acid,C12H20N2O2,224.1525,490-02-8,12754,2879,C00002316
cpd:C10572,Balsoxine,C17H15NO3,281.1052,70216-32-9,12755,2989,C00002317
cpd:C10573,Calycanthine,C22H26N4,346.2157,595-05-1,12756,3333,C00002318
cpd:C10574,Futoquinol,C21H22O5,354.1467,28178-92-9,12757,5203,C00002604
cpd:C10575,Candicine,C11H18NO,180.1388,6656-13-9,12758,3350,C00002319
cpd:C10576,Cannabisativine,C21H39N3O3,381.2991,57682-64-1,12759,3361,C00002320
cpd:C10577,Casimiroedine,C21H27N3O6,417.19,01/02/5853,12760,3451,C00002321
cpd:C10578,Celabenzine,C23H29N3O2,379.226,53938-08-2,12761,3518,C00002322
cpd:C10579,Cephalomannine,C45H53NO14,831.3466,71610-00-9,12762,3536,C00002323
cpd:C10580,Cephalotaxine,C18H21NO4,315.1471,24316-19-6,12763,3540,C00002324
cpd:C10581,Cichorine,C10H11NO3,193.0739,114090-43-6,12764,64977,C00002325
cpd:C10582,Codonocarpine,C26H31N3O5,465.2264,33442-48-7,12765,3804,C00002326
cpd:C10583,Crinasiadine,C14H9NO3,239.0582,40141-86-4,12766,3915,C00002328
cpd:C10584,Crinasiatine,C22H17NO4,359.1158,97682-69-4,12767,3916,C00002329
cpd:C10585,Cryogenine,C26H29NO5,435.2046,10308-13-1,12768,3929,C00002330
cpd:C10586,Cryptopleurine,C24H27NO3,377.1991,482-22-4,12769,3932,C00002331
cpd:C10587,Cynometrine,C16H19N3O2,285.1477,50656-83-2,12770,4039,C00002332
cpd:C10588,Damascenine,C10H13NO3,195.0895,483-64-7,12771,4311,C00002333
cpd:C10589,Decaline,C26H31NO5,437.2202,14727-56-1,12772,4345,C00002334
cpd:C10590,Elaeocarpidine,C17H21N3,267.1735,20069-07-2,12773,4765,C00002335
cpd:C10591,(+)-Elaeocarpine,C16H19NO2,257.1416,30891-90-8,12774,22,C00002336
cpd:C10592,Elaeokanine C,C12H21NO2,211.1572,33023-03-9,12775,4766,C00002337
cpd:C10593,Exserohilone,C20H22N2O6S2,450.0919,99572-22-2,12776,4954,C00002338
cpd:C10594,Ficine,C20H19NO4,337.1314,2520-36-7,12777,5059,C00002339
cpd:C10595,Gliotoxin,C13H14N2O4S2,326.0395,67-99-2,12778,5385,C00002340
cpd:C10596,Halfordinol,C14H10N2O2,238.0742,4210-82-6,12779,5604,C00002341
cpd:C10597,Harringtonine,C28H37NO9,531.2468,26833-85-2,12780,5626,C00002342
cpd:C10598,Himbacine,C22H35NO2,345.2668,6879-74-9,12781,5720,C00002343
cpd:C10599,Homaline,C30H42N4O2,490.3308,20410-93-9,12782,5746,C00002344
cpd:C10600,Ibotenic acid,C5H6N2O4,158.0328,2552-55-8,12783,5854,C00002345
cpd:C10601,Isoficine,C20H19NO4,337.1314,2255-62-1,12784,6011,C00002346
cpd:C10602,Lilaline,C20H17NO7,383.1005,110011-49-9,12785,6461,C00002347
cpd:C10603,Lunarine,C25H31N3O4,437.2315,24185-51-1,12786,6566,C00002348
cpd:C10604,Lythramine,C29H37NO5,479.2672,32420-56-7,12787,6610,C00002349
cpd:C10605,Maculosin,C14H16N2O3,260.1161,04/02/4549,12788,6631,C00002350
cpd:C10606,Maytansine,C34H46ClN3O10,691.2872,35846-53-8,12789,6701,C00002351
cpd:C10607,Mycosporine,C11H19NO6,261.1212,59719-29-8,12790,7039,C00002352
cpd:C10608,Palustrine,C17H31N3O2,309.2416,22324-44-3,12791,7902,C00002353
cpd:C10609,Phyllospadine,C21H21NO6,383.1369,76540-48-2,12792,8182,C00002354
cpd:C10610,Pilosine,C16H18N2O3,286.1317,13640-28-3,12793,8209,C00002356
cpd:C10611,Pithecolobine,C22H46N4O,382.3672,22368-82-7,12794,8253,C00002357
cpd:C10612,Pleurostyline,C25H29N3O2,403.226,67257-79-8,12795,8270,C00002358
cpd:C10613,Porritoxin,C17H23NO4,305.1627,143114-82-3,12796,8339,C00002359
cpd:C10614,Securinine,C13H15NO2,217.1103,5610-40-2,12797,9079,C00002360
cpd:C10615,Shihunine,C12H13NO2,203.0946,03/12/4031,12798,9132,C00002361
cpd:C10616,(+)-Galbacin,C20H20O5,340.1311,61891-31-4,12799,24,C00002605
cpd:C10617,Sirodesmin H,C20H26N2O8S,454.141,64542-78-5,12800,9165,C00002362
cpd:C10618,Sporidesmin,C18H20ClN3O6S2,473.0482,1456-55-9,12801,9243,C00002363
cpd:C10619,Taxine A,C35H47NO10,641.32,1361-49-5,12802,9417,C00002364
cpd:C10620,(-)-Tylocrebrine,C24H27NO4,393.194,61302-92-9,12803,120,C00002366
cpd:C10621,Gomisin L1 methyl ether,C23H28O6,400.1886,82467-51-4,12804,5517,C00002606
cpd:C10622,Grandisin,C24H32O7,432.2148,53250-50-3,12805,5535,C00002607
cpd:C10623,Tylophorine,C24H27NO4,393.194,482-20-2,12806,9786,C00002367
cpd:C10624,Verruculotoxin,C15H20N2O,244.1576,56092-63-8,12807,9969,C00002368
cpd:C10625,Withasomnine,C12H12N2,184.1,10183-74-1,12808,10042,C00002369
cpd:C10626,Zinnimidine,C15H19NO3,261.1365,148717-77-5,12809,10116,C00002370
cpd:C10627,Hinokinin,C20H18O6,354.1103,26543-89-5,12810,5722,C00002608
cpd:C10628,cis-Hinokiresinol,C17H16O2,252.115,17676-24-3,12811,435764,C00000722
cpd:C10629,Acronidine,C18H17NO4,311.1158,518-68-3,12812,2435,C00002128
cpd:C10630,Honokiol,C18H18O2,266.1307,564-73-8,12813,5759,C00002609
cpd:C10631,Acronycidine,C15H15NO5,289.095,521-43-7,12814,2436,C00002129
cpd:C10632,Acronycine,C20H19NO3,321.1365,7008-42-6,12815,2437,C00002130
cpd:C10633,Justicidin A,C22H18O7,394.1053,25001-57-4,12816,6093,C00000700
cpd:C10634,Acrophylline,C17H17NO3,283.1208,18904-40-0,12817,2438,C00002131
cpd:C10635,Aniflorine,C20H21N3O3,351.1583,29048-81-5,12818,2730,C00002132
cpd:C10636,Justicidin B,C21H16O6,364.0947,17951-19-8,12819,6094,C00000701
cpd:C10637,Anisessine,C20H19N3O3,349.1426,16688-20-3,12820,2734,C00002133
cpd:C10638,Kadsurenone,C21H24O5,356.1624,95851-37-9,12821,6097,C00000719
cpd:C10639,Anisotine,C20H19N3O3,349.1426,16688-19-0,12822,2738,C00002134
cpd:C10640,Kadsurin A,C21H24O6,372.1573,99340-07-5,12823,6098,C00002610
cpd:C10641,Aurachin D,C25H33NO,363.2562,108354-13-8,12824,2921,C00002135
cpd:C10642,Arborine,C16H14N2O,250.1106,6873-15-0,12825,2803,C00002136
cpd:C10643,Arborinine,C16H15NO4,285.1001,5489-57-6,12826,2804,C00002137
cpd:C10644,Atalanine,C34H30N2O9,610.1951,50906-85-9,12827,2902,C00002138
cpd:C10645,Atalaphylline,C23H25NO4,379.1784,28233-35-4,12828,2903,C00002139
cpd:C10646,Lariciresinol,C20H24O6,360.1573,27003-73-2,12829,67246,C00000602
cpd:C10647,Balfourodine,C16H19NO4,289.1314,484-61-7,12830,2985,C00002140
cpd:C10648,Balfourodinium,C17H22NO4,304.1549,38487-24-0,12831,2986,C00002141
cpd:C10649,Bucharaine,C19H25NO4,331.1784,21059-47-2,12832,3203,C00002142
cpd:C10650,Licarin A,C20H22O4,326.1518,51020-86-1,12833,6451,C00002611
cpd:C10651,Magnolol,C18H18O2,266.1307,528-43-8,12834,6643,C00000591
cpd:C10652,Bucharidine,C19H25NO4,331.1784,25865-94-5,12835,3204,C00002143
cpd:C10653,Buntanine,C20H21NO5,355.142,119116-85-7,12836,3214,C00002144
cpd:C10654,Casimiroin,C12H11NO4,233.0688,477-89-4,12837,3452,C00002146
cpd:C10655,Cusparine,C19H17NO3,307.1208,529-92-0,12838,3964,C00002148
cpd:C10656,Deoxypeganine,C11H12N2,172.1,495-59-0,12839,4428,C00002149
cpd:C10657,Magnosalicin,C24H32O7,432.2148,93376-03-5,12840,6644,C00002612
cpd:C10658,Magnoshinin,C24H30O6,414.2042,86702-02-5,12841,6645,C00000725
cpd:C10659,Deoxyvasicinone,C11H10N2O,186.0793,530-53-0,12842,4435,C00002150
cpd:C10660,Dictamnine,C12H9NO2,199.0633,484-29-7,12843,4512,C00002151
cpd:C10661,Dubamine,C16H11NO2,249.079,6808-65-7,12844,4721,C00002152
cpd:C10662,Dubinidine,C15H17NO4,275.1158,22964-77-8,12845,4722,C00002153
cpd:C10663,Echinopsine,C10H9NO,159.0684,83-54-5,12846,4749,C00002154
cpd:C10664,Acetosyringone,C10H12O4,196.0736,2478-38-8,12847,2404,C00002686
cpd:C10665,Echinorine,C11H12NO,174.0919,18095-64-2,12848,4750,C00002155
cpd:C10666,Evoprenine,C20H21NO4,339.1471,16584-45-5,12849,4950,C00002156
cpd:C10667,3-Acetyl-6-methoxybenzaldehyde,C10H10O3,178.063,531-99-7,12850,27396,C00000171
cpd:C10668,Evoxanthidine,C15H11NO4,269.0688,668-35-9,12851,4951,C00002157
cpd:C10669,Agrimol C,C36H44O12,668.2833,55785-59-6,12852,2516,C00002687
cpd:C10670,Evoxine,C18H21NO6,347.1369,522-11-2,12853,4952,C00002158
cpd:C10671,Agrimophol,C26H34O8,474.2254,65792-05-4,12854,2518,C00002688
cpd:C10672,Aspidin,C25H32O8,460.2097,584-28-1,12855,2883,C00002690
cpd:C10673,Aspidinol,C12H16O4,224.1049,519-40-4,12856,2884,C00002691
cpd:C10674,Danielone,C10H12O5,212.0685,90426-22-5,12857,4316,C00002692
cpd:C10675,"3',4'-Dihydroxyacetophenone",C8H8O3,152.0473,1197-09-7,12858,19868,C00002693
cpd:C10676,gamma-Fagarine,C13H11NO3,229.0739,524-15-2,12859,10562,C00002159
cpd:C10677,Febrifugine,C16H19N3O3,301.1426,24159-07-7,12860,4994,C00002160
cpd:C10678,Flindersiamine,C14H11NO5,273.0637,522-06-5,12861,5093,C00002161
cpd:C10679,Flindersine,C14H13NO2,227.0946,523-64-8,12862,5094,C00002162
cpd:C10680,"2',6'-Dihydroxy-4'-methoxyacetophenone",C9H10O4,182.0579,7507-89-3,12863,28758,C00002694
cpd:C10681,Furofoline I,C16H11NO3,265.0739,6254-22-4,12864,5197,C00002163
cpd:C10682,Matairesinol,C20H22O6,358.1416,580-72-3,12865,6698,C00000606
cpd:C10683,Galipine,C20H21NO3,323.1521,525-68-8,12866,5266,C00002164
cpd:C10684,"2',6'-Dimethoxy-4'-hydroxyacetophenone",C10H12O4,196.0736,13246-14-5,12867,27769,C00002695
cpd:C10685,Glycobismine A,C37H34N2O6,602.2417,91147-20-5,12868,5462,C00002165
cpd:C10686,Glycoperine,C19H21NO8,391.1267,55740-45-9,12869,5479,C00002166
cpd:C10687,Glycophymoline,C16H14N2O,250.1106,72361-61-6,12870,5480,C00002167
cpd:C10688,Glycosminine,C15H12N2O,236.095,4765-56-4,12871,5497,C00002168
cpd:C10689,Graveoline,C17H13NO3,279.0895,485-61-0,12872,5541,C00002169
cpd:C10690,Megaphone,C22H30O6,390.2042,64332-37-2,12873,6720,C00000588
cpd:C10691,Haplodimerine,C28H26N2O6,486.1791,120931-43-3,12874,5617,C00002170
cpd:C10692,Haplophyllidine,C18H23NO4,317.1627,18063-21-3,12875,5618,C00002171
cpd:C10693,Filicin,C36H44O12,668.2833,4482-83-1,12876,5060,C00002696
cpd:C10694,Haplopine,C13H11NO4,245.0688,5876-17-5,12877,5620,C00002172
cpd:C10695,Humulone,C21H30O5,362.2093,23510-81-8,12878,5769,C00002697
cpd:C10696,Hydroquinidine,C20H26N2O2,326.1994,1435-55-8,12879,5792,C00002173
cpd:C10697,Isodictamnine,C12H9NO2,199.0633,484-74-2,12880,6001,C00002174
cpd:C10698,Isofebrifugine,C16H19N3O3,301.1426,32434-44-9,12881,6008,C00002175
cpd:C10699,Japonine,C18H17NO3,295.1208,30426-61-0,12882,6082,C00002176
cpd:C10700,4'-Hydroxyacetophenone,C8H8O2,136.0524,99-93-4,12883,28032,C00002698
cpd:C10701,Kokusaginine,C14H13NO4,259.0845,484-08-2,12884,6142,C00002177
cpd:C10702,4'-Hydroxy-3'-prenylacetophenone,C13H16O2,204.115,35816-89-8,12885,28242,C00002699
cpd:C10703,Leiokinine A,C14H17NO2,231.1259,132587-63-4,12886,6404,C00002178
cpd:C10704,alpha-Kosin,C25H32O8,460.2097,568-50-3,12887,10285,C00002700
cpd:C10705,Lemobiline,C15H17NO2,243.1259,26126-76-1,12888,6406,C00002179
cpd:C10706,Lupulone,C26H38O4,414.277,468-28-0,12889,6574,C00002701
cpd:C10707,Neoisostegane,C23H26O7,414.1679,87084-98-8,12890,7505,C00002613
cpd:C10708,Mallotophenone,C21H24O8,404.1471,98569-63-2,12891,6657,C00002702
cpd:C10709,Multifidol,C11H14O4,210.0892,125074-06-8,12892,7020,C00002703
cpd:C10710,Lunacridine,C17H23NO4,305.1627,83-58-9,12893,6563,C00002180
cpd:C10711,Lunacrine,C16H19NO3,273.1365,82-40-6,12894,6564,C00002181
cpd:C10712,Paeonol,C9H10O3,166.063,552-41-0,12895,69581,C00002704
cpd:C10713,Lunamarine,C18H15NO4,309.1001,483-52-3,12896,6565,C00002182
cpd:C10714,Maculine,C13H9NO4,243.0532,524-89-0,12897,6629,C00002183
cpd:C10715,Paeonolide,C20H28O12,460.1581,72520-92-4,12898,7891,C00002705
cpd:C10716,Maculosidine,C14H13NO4,259.0845,522-19-0,12899,6630,C00002184
cpd:C10717,Paeonoside,C15H20O8,328.1158,20309-70-0,12900,7892,C00002706
cpd:C10718,Maculosine,C17H17NO6,331.1056,n.a,12901,6632,C00002185
cpd:C10719,Nordihydroguaiaretic acid,C18H22O4,302.1518,500-38-9,12902,73468,C00000693
cpd:C10720,Picein,C14H18O7,298.1053,530-14-3,12903,8199,C00002707
cpd:C10721,Rottlerin,C30H28O8,516.1784,82-08-6,12904,8899,C00002708
cpd:C10722,Melicopicine,C18H19NO5,329.1263,517-73-7,12905,6734,C00002186
cpd:C10723,Tricyclodehydroisohumulone,C21H28O5,360.1937,56143-68-1,12906,9698,C00002709
cpd:C10724,Melicopine,C17H15NO5,313.095,568-01-4,12907,6735,C00002187
cpd:C10725,Nortrachelogenin,C20H22O7,374.1366,34444-37-6,12908,7639,C00000599
cpd:C10726,Xanthoxylin,C10H12O4,196.0736,90-24-4,12909,10070,C00002710
cpd:C10727,Melochinone,C22H21NO2,331.1572,57609-68-4,12910,6738,C00002188
cpd:C10728,Otobain,C20H20O4,324.1362,3738-01-0,12911,7803,C00002614
cpd:C10729,alpha-Peltatin,C21H20O8,400.1158,568-53-6,12912,10324,C00002615
cpd:C10730,beta-Peltatin A methyl ether,C23H24O8,428.1471,23978-65-6,12913,10437,C00002616
cpd:C10731,N-Methylflindersine,C15H15NO2,241.1103,50333-13-6,12914,7315,C00002189
cpd:C10732,O-Methylptelefolonium,C18H22NO4,316.1549,52768-97-5,12915,7687,C00002190
cpd:C10733,Peganine,C11H12N2O,188.095,6159-55-3,12916,7949,C00002191
cpd:C10734,Pteleatine,C16H20NO4,290.1392,34443-73-7,12917,8625,C00002192
cpd:C10735,Ribalinium,C16H20NO4,290.1392,6883-22-3,12918,8839,C00002194
cpd:C10736,Robustine,C12H9NO3,215.0582,2255-50-7,12919,8883,C00002195
cpd:C10737,Phrymarolin I,C24H24O11,488.1319,38303-95-6,12920,8173,C00002617
cpd:C10738,Rutacridone,C19H17NO3,307.1208,17948-33-3,12921,8917,C00002196
cpd:C10739,Rutacridone epoxide,C19H17NO4,323.1158,77996-03-3,12922,8918,C00002197
cpd:C10740,Skimmianine,C14H13NO4,259.0845,83-95-4,12923,9172,C00002198
cpd:C10741,Swietenidin B,C11H11NO3,205.0739,2721-56-4,12924,9373,C00002199
cpd:C10742,Tryptanthrine,C15H8N2O2,248.0586,13220-57-0,12925,9768,C00002200
cpd:C10743,Vasicinol,C11H12N2O2,204.0899,5081-51-6,12926,9935,C00002201
cpd:C10744,Vasicinone,C11H10N2O2,202.0742,486-64-6,12927,9936,C00002202
cpd:C10745,Veprisinium,C18H24NO5,334.1654,79808-98-3,12928,9946,C00002203
cpd:C10746,Phyllanthin,C24H34O6,418.2355,10351-88-9,12929,8177,C00000706
cpd:C10747,Albine,C14H20N2O,232.1576,53915-26-7,12930,2547,C00002204
cpd:C10748,Aloperine,C15H24N2,232.1939,56293-29-9,12931,2609,C00002205
cpd:C10749,Ammothamnine,C15H24N2O2,264.1838,16837-52-8,12932,2672,C00007758
cpd:C10750,Anagyrine,C15H20N2O,244.1576,486-89-5,12933,2699,C00002207
cpd:C10751,Angustifoline,C14H22N2O,234.1732,550-43-6,12934,2724,C00002208
cpd:C10752,Aphylline,C15H24N2O,248.1889,577-37-7,12935,2767,C00002209
cpd:C10753,Argentine,C23H26N4O3,406.2005,37551-61-4,12936,2819,C00002210
cpd:C10754,Argyrolobine,C15H22N2O2,262.1681,6871-18-7,12937,2820,C00002211
cpd:C10755,Baptifoline,C15H20N2O2,260.1525,732-50-3,12938,2990,C00002212
cpd:C10756,Cadiamine,C15H26N2O3,282.1943,58071-45-7,12939,3289,C00002213
cpd:C10757,Calpurnine,C20H27N3O3,357.2052,6874-80-2,12940,3331,C00002214
cpd:C10758,Camoensine,C14H18N2O,230.1419,58845-83-3,12941,3341,C00002215
cpd:C10759,6-Pentadecylsalicylic acid,C22H36O3,348.2664,16611-84-0,12942,2696,C00002635
cpd:C10760,Caulophylline,C12H16N2O,204.1263,486-86-2,12943,3474,C00002216
cpd:C10761,p-Anisaldehyde,C8H8O2,136.0524,123-11-5,12944,28235,C00002636
cpd:C10762,Cinegalline,C23H30N2O6,430.2104,20772-38-7,12945,3705,C00002217
cpd:C10763,Cytisine,C11H14N2O,190.1106,485-35-8,12946,4055,C00002218
cpd:C10764,"5,6-Dehydrolupanine",C15H22N2O,246.1732,32101-29-4,12947,1996,C00002219
cpd:C10765,Antiarol,C9H12O4,184.0736,642-71-7,12948,2760,C00002637
cpd:C10766,Ascosalitoxin,C15H20O4,264.1362,152982-97-3,12949,2870,C00002639
cpd:C10767,Dimethamine,C24H32N4O2,408.2525,37551-60-3,12950,4605,C00002220
cpd:C10768,(-)-Jamine,C21H35N3,329.2831,10550-80-8,12951,6081,C00002222
cpd:C10769,Lamprolobine,C15H24N2O2,264.1838,18688-40-9,12952,6369,C00002223
cpd:C10770,Bilobol,C21H34O2,318.2559,22910-86-7,12953,3104,C00002640
cpd:C10771,Leontiformine,C15H26N2O,250.2045,29073-26-5,12954,6410,C00002224
cpd:C10772,Lupanine,C15H24N2O,248.1889,550-90-3,12955,28193,C00002225
cpd:C10773,Lupinine,C10H19NO,169.1467,486-70-4,12956,28012,C00002226
cpd:C10774,Matrine,C15H24N2O,248.1889,519-02-8,12957,6700,C00002227
cpd:C10775,Multiflorine,C15H22N2O,246.1732,529-80-6,12958,7021,C00002228
cpd:C10776,Nuttalline,C15H24N2O2,264.1838,23360-87-4,12959,7659,C00002229
cpd:C10777,(-)-Ormosanine,C20H35N3,317.2831,5001-21-8,12960,106,C00002230
cpd:C10778,Panamine,C20H33N3,315.2674,2448-27-3,12961,7905,C00002231
cpd:C10779,Piptanthine,C20H35N3,317.2831,7344-67-4,12962,8243,C00002232
cpd:C10780,Retamine,C15H26N2O,250.2045,2122-29-4,12963,8813,C00002233
cpd:C10781,Rhombifoline,C15H20N2O,244.1576,529-78-2,12964,8837,C00002234
cpd:C10782,Sophoramine,C15H20N2O,244.1576,6882-66-2,12965,9198,C00002235
cpd:C10783,(-)-Sparteine,C15H26N2,234.2096,90-39-1,12966,28827,C00002236
cpd:C10784,Cannabidiolic acid,C22H30O4,358.2144,1244-58-2,12967,3359,C00002642
cpd:C10785,(15:1)-Cardanol,C21H34O,302.261,501-26-8,12968,146,C00002643
cpd:C10786,Templetine,C20H35N3,317.2831,54274-32-7,12969,9438,C00002237
cpd:C10787,"2,6-Dimethoxyphenol",C8H10O3,154.063,91-10-1,12970,955,C00002646
cpd:C10788,Ellagic acid,C14H6O8,302.0063,476-66-4,12971,4775,C00011153
cpd:C10789,Thermospine,C15H20N2O,244.1576,486-90-8,12972,9524,C00002238
cpd:C10790,Tinctorine,C15H20N2O,244.1576,33023-11-9,12973,9601,C00002239
cpd:C10791,Tsukushinamine A,C15H20N2O,244.1576,70711-82-9,12974,9770,C00002240
cpd:C10792,Gentisyl alcohol,C7H8O3,140.0473,495-08-9,12975,5325,C00002649
cpd:C10793,Geranylhydroquinone,C16H22O2,246.162,10457-66-6,12976,24233,C00002650
cpd:C10794,Ginkgoic acid,C22H34O3,346.2508,22910-60-7,12977,5354,C00002651
cpd:C10795,Buxamine E,C26H44N2,384.3504,14317-17-0,12978,3249,C00002241
cpd:C10796,alpha-Chaconine,C45H73NO14,851.5031,20562-03-2,12979,10219,C00002242
cpd:C10797,Cyclobuxine D,C25H42N2O,386.3297,2241-90-9,12980,3999,C00002244
cpd:C10798,Cyclopamine,C27H41NO2,411.3137,4449-51-8,12981,4021,C00002245
cpd:C10799,Cycloprotobuxine C,C27H48N2,400.3818,1936-70-5,12982,4029,C00002246
cpd:C10800,Grevillol,C19H32O2,292.2402,08/01/5259,12983,5545,C00002653
cpd:C10801,Cyclovirobuxine C,C27H48N2O,416.3767,30276-35-8,12984,4032,C00002247
cpd:C10802,5-(Heptadec-12-enyl)resorcinol,C23H38O2,346.2872,103462-06-2,12985,2022,C00002655
cpd:C10803,Demissine,C50H83NO20,1017.5508,6077-69-6,12986,4399,C00002248
cpd:C10804,2-(Hydroxymethyl)benzoic acid,C8H8O3,152.0473,612-20-4,12987,n.a,C00002658
cpd:C10805,Leiocarposide,C27H34O16,614.1847,71953-77-0,12988,6403,C00002659
cpd:C10806,Funtumine,C21H35NO,317.2719,474-45-3,12989,5193,C00002249
cpd:C10807,Germine,C27H43NO8,509.2989,508-65-6,12990,5338,C00002250
cpd:C10808,Imperialine,C27H43NO3,429.3243,61825-98-7,12991,5886,C00002251
cpd:C10809,5-Pentadecylresorcinol,C21H36O2,320.2715,3158-56-3,12992,2120,C00002662
cpd:C10810,Irehine,C23H39NO,345.3032,2309-39-9,12993,5960,C00002252
cpd:C10811,Jervine,C27H39NO3,425.293,469-59-0,12994,6088,C00002253
cpd:C10812,Piperonal,C8H6O3,150.0317,120-57-0,12995,8240,C00002666
cpd:C10813,Kurchessine,C25H44N2,372.3504,6869-45-0,12996,6145,C00002254
cpd:C10814,Paravallarine,C22H33NO2,343.2511,510-31-6,12997,67712,C00002255
cpd:C10815,Protoveratrine A,C41H63NO14,793.4249,143-57-7,12998,8594,C00002256
cpd:C10816,Protoveratrine B,C41H63NO15,809.4198,124-97-0,12999,8595,C00002257
cpd:C10817,Protoverine,C27H43NO9,525.2938,76-45-9,13000,8596,C00002258
cpd:C10818,Solacapine,C27H48N2O2,432.3716,63785-22-8,13001,9184,C00002259
cpd:C10819,Solamargine,C45H73NO15,867.498,20311-51-7,13002,9185,C00002260
cpd:C10820,Solanine,C45H73NO15,867.498,20562-02-1,13003,9188,C00002262
cpd:C10821,Solanocapsine,C27H46N2O2,430.3559,639-86-1,13004,9189,C00002263
cpd:C10822,Solasodine,C27H43NO2,413.3294,126-17-0,13005,9190,C00002264
cpd:C10823,Populin,C20H22O8,390.1315,99-17-2,13006,8333,C00002667
cpd:C10824,Solasonine,C45H73NO16,883.4929,19121-58-5,13007,9191,C00002265
cpd:C10825,Terminaline,C23H41NO2,363.3137,15112-49-9,13008,9455,C00002266
cpd:C10826,Tomatidine,C27H45NO2,415.345,77-59-8,13009,9629,C00002267
cpd:C10827,Tomatine,C50H83NO21,1033.5458,17406-45-0,13010,9630,C00002268
cpd:C10828,Veracevine,C27H43NO8,509.2989,5876-23-3,13011,9947,C00002269
cpd:C10829,Veratramine,C27H39NO2,409.2981,60-70-8,13012,9951,C00002270
cpd:C10830,Peimine,C27H45NO3,431.3399,23496-41-5,13013,9970,C00002271
cpd:C10831,Zygadenine,C27H43NO7,493.304,545-45-9,13014,10130,C00002272
cpd:C10832,Sesamol,C7H6O3,138.0317,533-31-3,13015,9126,C00002673
cpd:C10833,Syringic acid,C9H10O5,198.0528,530-57-4,13016,68329,C00002674
cpd:C10834,Theogallin,C14H16O10,344.0743,17365-11-6,13017,9522,C00002676
cpd:C10835,Trichocarpin,C20H22O9,406.1264,10590-85-9,13018,9687,C00002677
cpd:C10836,"3,4,3'-Tri-O-methylellagic acid",C17H12O8,344.0532,5145-53-9,13019,1368,C00002678
cpd:C10837,Turgorin,C13H15O13S,411.0233,80220-30-0,13020,9780,C00002679
cpd:C10838,Turricolol E,C21H30O3,330.2195,101392-12-5,13021,9781,C00002680
cpd:C10839,Urushiol III,C21H32O2,316.2402,492-91-1,13022,9909,C00002681
cpd:C10840,Zinniol,C15H22O4,266.1518,17811-28-8,13023,10117,C00002684
cpd:C10841,Anatoxin a,C10H15NO,165.1154,64285-06-9,13024,2706,C00002273
cpd:C10842,Anisodamine,C17H23NO4,305.1627,55869-99-3,13025,2735,C00002274
cpd:C10843,Apoatropine,C17H21NO2,271.1572,500-55-0,13026,2780,C00002275
cpd:C10844,Apohyoscine,C17H19NO3,285.1365,535-26-2,13027,2785,C00002276
cpd:C10845,Belladonnine,C34H42N2O4,542.3145,510-25-8,13028,3006,C00002278
cpd:C10846,Bellendine,C12H15NO2,205.1103,32152-73-1,13029,3007,C00002279
cpd:C10847,Benzoylecgonine,C16H19NO4,289.1314,519-09-5,13030,41001,C00002280
cpd:C10848,Tropacocaine,C15H19NO2,245.1416,537-26-8,13031,9755,C00002305
cpd:C10849,Brugine,C12H19NO2S2,273.0857,14912-30-2,13032,3194,C00002281
cpd:C10850,Calystegin A3,C7H13NO3,159.0895,131580-36-4,13033,3336,C00002282
cpd:C10851,Calystegin B2,C7H13NO4,175.0845,127414-85-1,13034,3337,C00002283
cpd:C10852,Cinnamoylcocaine,C19H23NO4,329.1627,521-67-5,13035,3713,C00002284
cpd:C10853,Cochlearine,C15H19NO3,261.1365,52418-07-2,13036,3802,C00002286
cpd:C10854,Convolamine,C17H23NO4,305.1627,500-56-1,13037,3868,C00002287
cpd:C10855,Convoline,C16H21NO5,307.142,89783-61-9,13038,3869,C00002288
cpd:C10856,Convolvine,C16H21NO4,291.1471,537-30-4,13039,3870,C00002289
cpd:C10857,Darlingine,C13H17NO2,219.1259,58471-10-6,13040,4326,C00002290
cpd:C10858,Ecgonine,C9H15NO3,185.1052,481-37-8,13041,4743,C00002291
cpd:C10859,Knightinol,C17H23NO3,289.1678,77053-06-6,13042,6140,C00002294
cpd:C10860,Littorine,C17H23NO3,289.1678,21956-47-8,13043,6506,C00002295
cpd:C10861,Meteloidine,C13H21NO4,255.1471,526-13-6,13044,6800,C00002296
cpd:C10862,Norhyoscyamine,C16H21NO3,275.1521,537-29-1,13045,7631,C00002297
cpd:C10863,Phyllalbine,C16H21NO4,291.1471,4540-25-4,13046,8176,C00002298
cpd:C10864,Physoperuvine,C8H15NO,141.1154,60723-27-5,13047,8186,C00002299
cpd:C10865,Pseudopelletierine,C9H15NO,153.1154,552-70-5,13048,8607,C00002300
cpd:C10866,Scopoline,C8H13NO2,155.0946,487-27-4,13049,9059,C00002302
